,#scale(0),id(1),desc_scale(2),desc_id(3),num_prog(4),pid(5),upid(6),desc_pid(7),phantom(8),sam_mvir(9),mvir(10),rvir(11),rs(12),vrms(13),mmp?(14),scale_of_last_MM(15),vmax(16),x(17),y(18),z(19),vx(20),vy(21),vz(22),Jx(23),Jy(24),Jz(25),Spin(26),Breadth_first_ID(27),Depth_first_ID(28),Tree_root_ID(29),Orig_halo_ID(30),Snap_num(31),Next_coprogenitor_depthfirst_ID(32),Last_progenitor_depthfirst_ID(33),Last_mainleaf_depthfirst_ID(34),Rs_Klypin,Mvir_all,M200b,M200c,M500c,M2500c,Xoff,Voff,Spin_Bullock,b_to_a,c_to_a,A[x],A[y],A[z],b_to_a(500c),c_to_a(500c),A[x](500c),A[y](500c),A[z](500c),T/|U|,M_pe_Behroozi,M_pe_Diemer
14518,0.71235,1922665359,0.71835,1939034992.0,19.0,-1.0,-1.0,-1.0,0.0,120667000000000.0,120500000000000.0,1150.083,127.412,981.26,1.0,0.2523,932.02,35.715270000000004,43.127340000000004,18.07583,-19.45,18.88,-143.07,1289000000000000.0,-535600000000000.0,-1465000000000000.0,0.01694,29093334.0,29078894.0,3060299107.0,2217439.0,102.0,29178198.0,29178197.0,29078994.0,130.884,120460000000000.0,128400000000000.0,107040000000000.0,85361000000000.0,43793000000000.0,33.3432,45.82,0.01824,0.77665,0.53695,64.7352,-6.2168,21.3899,0.7945300000000001,0.53072,51.3347,-3.68601,23.0474,0.6404,120600000000000.0,71290000000000.0
14964,0.70635,1906209820,0.71235,1922665359.0,29.0,-1.0,-1.0,-1.0,0.0,120133000000000.0,120100000000000.0,1151.378,128.863,983.83,1.0,0.2523,935.7,35.72155,43.128170000000004,18.093220000000002,-23.69,7.68,-149.73,1270000000000000.0,-507200000000000.0,-1544000000000000.0,0.01733,29093780.0,29078895.0,3060299107.0,2227760.0,101.0,29177083.0,29177082.0,29078994.0,129.886,120090000000000.0,127270000000000.0,106550000000000.0,84159000000000.0,43404000000000.0,31.9706,59.6,0.01874,0.78137,0.53525,66.8521,-7.57533,19.4327,0.81529,0.53178,53.0108,-5.3223,20.6086,0.6424,119200000000000.0,71420000000000.0
15424,0.70035,1889668568,0.70635,1906209820.0,20.0,-1.0,-1.0,-1.0,0.0,119800000000000.0,119800000000000.0,1153.065,129.463,986.8,1.0,0.2523,938.97,35.72651,43.12603,18.11042,-18.05,2.46,-158.85,1259000000000000.0,-524900000000000.0,-1549000000000000.0,0.01738,29094240.0,29078896.0,3060299107.0,2239372.0,100.0,29175129.0,29175128.0,29078994.0,129.463,119840000000000.0,126420000000000.0,106310000000000.0,83542000000000.0,44203000000000.0,31.4907,66.46,0.01888,0.78413,0.5304,65.0734,-8.81228,16.2362,0.8194799999999999,0.52764,51.9507,-7.3487100000000005,16.1824,0.6446,117100000000000.0,70770000000000.0
15909,0.69435,1873037362,0.70035,1889668568.0,21.0,-1.0,-1.0,-1.0,0.0,119500000000000.0,119500000000000.0,1154.533,130.69,988.51,1.0,0.2523,934.99,35.73069,43.1266,18.1285,-43.35,5.59,-184.25,1263000000000000.0,-497200000000000.0,-1560000000000000.0,0.01747,29094725.0,29078897.0,3060299107.0,2250401.0,99.0,29173830.0,29173829.0,29078994.0,133.809,119540000000000.0,125780000000000.0,105940000000000.0,82998000000000.0,43339000000000.0,29.0543,94.38,0.01906,0.77164,0.52407,67.118,-11.3017,14.1354,0.78676,0.51531,53.9481,-10.7344,13.2926,0.6464,115500000000000.0,70380000000000.0
16413,0.68835,1856314308,0.69435,1873037362.0,23.0,-1.0,-1.0,-1.0,0.0,119100000000000.0,119200000000000.0,1155.955,136.288,984.45,1.0,0.2523,929.87,35.732009999999995,43.126290000000004,18.14378,-59.12,28.02,-124.64,1194000000000000.0,-632700000000000.0,-1504000000000000.0,0.017130000000000003,29095229.0,29078898.0,3060299107.0,2262054.0,98.0,29172719.0,29172718.0,29078994.0,139.239,119220000000000.0,125180000000000.0,105740000000000.0,82506000000000.0,41958000000000.0,29.1863,60.01,0.01878,0.75866,0.5176,68.5661,-9.42573,16.1612,0.7641600000000001,0.5171100000000001,55.2548,-8.74731,15.6526,0.6456,114300000000000.0,72190000000000.0
16934,0.68235,1839501260,0.68835,1856314308.0,21.0,-1.0,-1.0,-1.0,0.0,118533000000000.0,118600000000000.0,1156.307,144.698,977.76,1.0,0.2523,924.2,35.7318,43.12735,18.15665,-14.69,-16.33,-136.87,1192000000000000.0,-722400000000000.0,-1522000000000000.0,0.01764,29095750.0,29078899.0,3060299107.0,2274524.0,97.0,29170900.0,29170899.0,29078994.0,144.69799999999998,118570000000000.0,124430000000000.0,106100000000000.0,82036000000000.0,40328000000000.0,27.4973,62.53,0.0194,0.76354,0.5092399999999999,70.1576,-10.3378,14.1198,0.7649,0.49872,56.7419,-9.49661,13.8044,0.6432,113300000000000.0,74980000000000.0
17471,0.67635,1822593011,0.68235,1839501260.0,16.0,-1.0,-1.0,-1.0,0.0,117900000000000.0,117800000000000.0,1156.193,149.454,975.06,1.0,0.2523,919.43,35.733059999999995,43.13004,18.17158,-16.57,-16.78,-129.42,1262000000000000.0,-647100000000000.0,-1554000000000000.0,0.01821,29096287.0,29078900.0,3060299107.0,2287019.0,96.0,29169979.0,29169978.0,29078994.0,149.454,117790000000000.0,123630000000000.0,106630000000000.0,81214000000000.0,38928000000000.0,22.1184,61.72,0.020069999999999998,0.76904,0.50585,72.0752,-11.2505,12.5981,0.77945,0.50007,57.7016,-10.3123,12.3809,0.642,111700000000000.0,76130000000000.0
18024,0.67035,1805589089,0.67635,1822593011.0,15.0,-1.0,-1.0,-1.0,0.0,117333000000000.0,117300000000000.0,1157.113,152.644,975.43,1.0,0.2523,917.78,35.73223,43.13491,18.18657,1.78,-11.95,-119.05,1262000000000000.0,-679400000000000.0,-1662000000000000.0,0.019119999999999998,29096840.0,29078901.0,3060299107.0,2299027.0,95.0,29168858.0,29168857.0,29078994.0,152.644,117340000000000.0,122650000000000.0,106990000000000.0,80571000000000.0,38875000000000.0,17.9041,54.89,0.02114,0.77495,0.5059899999999999,72.817,-10.9066,12.2684,0.77785,0.50231,58.0748,-10.8732,10.8314,0.6428,109700000000000.0,76060000000000.0
18592,0.66435,1788486897,0.67035,1805589089.0,20.0,-1.0,-1.0,-1.0,0.0,116933000000000.0,116900000000000.0,1158.152,153.417,979.9,1.0,0.2523,918.79,35.72637,43.13702,18.19804,-3.71,-9.8,-98.51,1266000000000000.0,-724700000000000.0,-1741000000000000.0,0.01989,29097408.0,29078902.0,3060299107.0,2311663.0,94.0,29167916.0,29167915.0,29078994.0,153.74200000000002,116940000000000.0,121970000000000.0,106910000000000.0,79521000000000.0,38935000000000.0,13.2249,49.55,0.022080000000000002,0.78112,0.51015,72.4763,-10.8994,11.4054,0.77331,0.5078,57.3758,-9.0251,12.3572,0.6456,108700000000000.0,75550000000000.0
19175,0.65835,1771286308,0.66435,1788486897.0,18.0,-1.0,-1.0,-1.0,0.0,116600000000000.0,116600000000000.0,1159.396,151.513,985.65,1.0,0.2523,919.47,35.7182,43.13799,18.20849,5.16,5.28,-82.44,1275000000000000.0,-765500000000000.0,-1832000000000000.0,0.02074,29097991.0,29078903.0,3060299107.0,2325136.0,93.0,29166693.0,29166692.0,29078994.0,155.377,116600000000000.0,121820000000000.0,106530000000000.0,79671000000000.0,39032000000000.0,7.658760000000001,39.26,0.02313,0.78186,0.5091100000000001,72.9038,-11.0247,10.828,0.78096,0.50863,57.5244,-8.02869,12.8821,0.6492,108100000000000.0,74530000000000.0
19774,0.65235,1753985830,0.65835,1771286308.0,23.0,-1.0,-1.0,-1.0,0.0,116133000000000.0,116300000000000.0,1160.747,150.839,990.89,1.0,0.2523,920.39,35.714729999999996,43.13817,18.21598,15.83,6.48,-77.12,1285000000000000.0,-835300000000000.0,-1945000000000000.0,0.021830000000000002,29098590.0,29078904.0,3060299107.0,2337445.0,92.0,29165843.0,29165842.0,29078994.0,156.954,116300000000000.0,121650000000000.0,105710000000000.0,80478000000000.0,39146000000000.0,7.54569,43.68,0.02447,0.78651,0.51362,70.9251,-14.0311,7.808739999999999,0.7992199999999999,0.50646,56.9096,-8.62927,11.0939,0.6526,108400000000000.0,74660000000000.0
20383,0.64635,1736583790,0.65235,1753985830.0,24.0,-1.0,-1.0,-1.0,0.0,115500000000000.0,115500000000000.0,1160.425,148.396,994.96,1.0,0.2523,924.86,35.711859999999994,43.1347,18.2185,24.23,18.2,-64.94,1309000000000000.0,-976100000000000.0,-1997000000000000.0,0.02307,29099199.0,29078905.0,3060299107.0,2350528.0,91.0,29164513.0,29164512.0,29078994.0,154.029,115500000000000.0,121100000000000.0,104990000000000.0,80552000000000.0,39240000000000.0,9.74577,44.28,0.025869999999999997,0.78258,0.51293,72.3719,-17.5692,5.60286,0.8212700000000001,0.5051,58.5423,-11.4067,8.023480000000001,0.6538,108000000000000.0,73700000000000.0
21013,0.64035,1719078425,0.64635,1736583790.0,15.0,-1.0,-1.0,-1.0,0.0,114800000000000.0,114700000000000.0,1160.029,148.386,999.1,1.0,0.2523,928.32,35.705940000000005,43.12914,18.22237,31.08,30.93,-61.64,1391000000000000.0,-1107000000000000.0,-1977000000000000.0,0.02416,29099829.0,29078906.0,3060299107.0,2363797.0,90.0,29163180.0,29163179.0,29078994.0,152.058,114680000000000.0,119680000000000.0,105130000000000.0,80360000000000.0,39319000000000.0,8.65431,42.83,0.027089999999999996,0.7781399999999999,0.51398,72.4167,-20.0521,4.00935,0.8279200000000001,0.51283,58.4723,-14.4861,5.2993,0.6546,107500000000000.0,73300000000000.0
21660,0.63435,1701464846,0.64035,1719078425.0,15.0,-1.0,-1.0,-1.0,0.0,114133000000000.0,114200000000000.0,1160.57,148.538,1003.9,1.0,0.2523,933.83,35.696329999999996,43.12614,18.22888,43.24,31.25,-46.31,1487000000000000.0,-1144000000000000.0,-1976000000000000.0,0.02497,29100476.0,29078907.0,3060299107.0,2377488.0,89.0,29162559.0,29162558.0,29078994.0,149.237,114160000000000.0,118080000000000.0,105130000000000.0,80702000000000.0,38935000000000.0,12.7978,60.71,0.028069999999999998,0.78228,0.51762,72.8695,-20.756,3.0647,0.8375100000000001,0.52363,58.7184,-15.8127,4.09739,0.657,107400000000000.0,73390000000000.0
22317,0.62835,1683745009,0.63435,1701464846.0,17.0,-1.0,-1.0,-1.0,0.0,113467000000000.0,113500000000000.0,1160.727,151.005,1008.7,1.0,0.2523,936.73,35.6899,43.12747,18.241889999999998,36.4,28.17,-50.03,1502000000000000.0,-1193000000000000.0,-1989000000000000.0,0.02554,29101133.0,29078908.0,3060299107.0,2390157.0,88.0,29161778.0,29161777.0,29078994.0,148.36700000000002,113540000000000.0,117130000000000.0,105090000000000.0,80855000000000.0,38208000000000.0,19.6848,54.33,0.028839999999999998,0.78169,0.5205,71.4499,-20.2161,1.4761799999999998,0.82452,0.5130399999999999,57.4775,-17.9235,-0.62855,0.6604,107600000000000.0,74550000000000.0
22986,0.62235,1665916537,0.62835,1683745009.0,21.0,-1.0,-1.0,-1.0,0.0,112633000000000.0,112700000000000.0,1160.284,150.285,1011.85,1.0,0.2523,935.72,35.68359,43.12478,18.24671,40.59,24.05,-56.15,1475000000000000.0,-1239000000000000.0,-2008000000000000.0,0.02599,29101802.0,29078909.0,3060299107.0,2404335.0,87.0,29160808.0,29160807.0,29078994.0,150.286,112750000000000.0,116000000000000.0,104530000000000.0,81476000000000.0,37601000000000.0,22.7629,56.36,0.02949,0.7836,0.52568,72.5044,-19.3336,0.9436399999999999,0.80865,0.5080600000000001,58.2431,-18.6105,-3.32734,0.6634,107700000000000.0,74270000000000.0
23664,0.61635,1647976538,0.62235,1665916537.0,20.0,-1.0,-1.0,-1.0,0.0,111667000000000.0,111700000000000.0,1158.79,144.742,1014.53,1.0,0.2523,936.82,35.6761,43.126940000000005,18.257089999999998,57.17,21.54,-42.83,1469000000000000.0,-1256000000000000.0,-2031000000000000.0,0.02665,29102480.0,29078910.0,3060299107.0,2418325.0,86.0,29159751.0,29159750.0,29078994.0,149.696,111660000000000.0,114920000000000.0,104200000000000.0,81711000000000.0,36869000000000.0,28.7581,77.38,0.030310000000000004,0.78425,0.53838,73.609,-19.0264,0.8780600000000001,0.80296,0.5178699999999999,58.7853,-19.7269,-5.39088,0.6656,107900000000000.0,71550000000000.0
24357,0.61035,1629927076,0.61635,1647976538.0,23.0,-1.0,-1.0,-1.0,0.0,110833000000000.0,110600000000000.0,1157.285,141.86,1015.74,1.0,0.2523,940.34,35.67604,43.121959999999994,18.26686,42.51,18.1,-57.75,1439000000000000.0,-1273000000000000.0,-2096000000000000.0,0.02755,29103173.0,29078911.0,3060299107.0,2432778.0,85.0,29158693.0,29158692.0,29078994.0,147.201,110590000000000.0,113910000000000.0,103490000000000.0,81654000000000.0,36533000000000.0,28.5011,62.57,0.03136,0.78943,0.55314,74.4131,-20.6087,0.83305,0.8202,0.53782,58.5972,-21.9017,-6.3041,0.6662,108000000000000.0,69770000000000.0
25071,0.60435,1611764327,0.61035,1629927076.0,19.0,-1.0,-1.0,-1.0,0.0,110300000000000.0,110200000000000.0,1158.29,143.287,1017.5,1.0,0.2523,940.29,35.67447,43.11974,18.27626,47.1,14.12,-59.0,1442000000000000.0,-1308000000000000.0,-2143000000000000.0,0.028189999999999996,29103887.0,29078912.0,3060299107.0,2447421.0,84.0,29151669.0,29151668.0,29078994.0,149.628,110260000000000.0,113490000000000.0,102550000000000.0,81758000000000.0,36368000000000.0,27.3063,67.76,0.03223,0.78188,0.56707,73.6892,-23.975,-0.26921,0.83934,0.55962,57.7349,-23.3675,-5.58496,0.6678,107300000000000.0,70260000000000.0
25799,0.59835,1593487397,0.60435,1611764327.0,21.0,-1.0,-1.0,-1.0,0.0,109900000000000.0,110100000000000.0,1160.126,148.316,1019.62,1.0,0.2523,941.58,35.66939,43.119820000000004,18.28489,56.83,21.71,-57.32,1507000000000000.0,-1235000000000000.0,-2204000000000000.0,0.028669999999999998,29104615.0,29078913.0,3060299107.0,2460750.0,83.0,29150769.0,29150768.0,29078994.0,151.72,110170000000000.0,113080000000000.0,101630000000000.0,82441000000000.0,36503000000000.0,28.2334,72.66,0.03293,0.7511800000000001,0.55584,74.5055,-26.493000000000002,-0.46163000000000004,0.8145,0.54472,58.3357,-24.4633,-4.55692,0.669,107200000000000.0,72380000000000.0
26539,0.59235,1575093859,0.59835,1593487397.0,19.0,-1.0,-1.0,-1.0,0.0,109067000000000.0,109400000000000.0,1159.657,146.174,1024.83,1.0,0.2523,948.15,35.657759999999996,43.12032,18.29974,48.76,41.06,-52.32,1597000000000000.0,-1161000000000000.0,-2205000000000000.0,0.02914,29105355.0,29078914.0,3060299107.0,2475916.0,82.0,29149757.0,29149756.0,29078994.0,147.73,109430000000000.0,111910000000000.0,100410000000000.0,80972000000000.0,36502000000000.0,34.809,61.12,0.03365,0.72909,0.5415300000000001,75.5556,-29.349,-1.35033,0.81171,0.53123,59.0896,-25.971,-5.43138,0.6729999999999999,105300000000000.0,71570000000000.0
27296,0.58635,1556585014,0.59235,1575093859.0,26.0,-1.0,-1.0,-1.0,0.0,107867000000000.0,107700000000000.0,1155.638,143.655,1031.21,1.0,0.2523,950.86,35.64925,43.118629999999996,18.309720000000002,48.05,55.74,-45.57,1690000000000000.0,-1134000000000000.0,-2258000000000000.0,0.03083,29106112.0,29078915.0,3060299107.0,2490289.0,81.0,29148878.0,29148877.0,29078994.0,144.261,107700000000000.0,110440000000000.0,100280000000000.0,80082000000000.0,36755000000000.0,37.7267,55.69,0.03564,0.71672,0.52458,73.3234,-30.9033,-2.85889,0.7961699999999999,0.5191100000000001,56.5685,-27.8912,-8.47875,0.6766,103500000000000.0,69280000000000.0
28068,0.58035,1537959186,0.58635,1556585014.0,27.0,-1.0,-1.0,-1.0,0.0,106733000000000.0,106500000000000.0,1153.65,140.566,1035.84,1.0,0.2523,947.64,35.651579999999996,43.10147,18.310489999999998,58.07,51.28,-75.27,1607000000000000.0,-1159000000000000.0,-2154000000000000.0,0.03038,29106884.0,29078916.0,3060299107.0,2505785.0,80.0,29147702.0,29147701.0,29078994.0,147.02100000000002,106570000000000.0,108670000000000.0,99804000000000.0,78905000000000.0,37774000000000.0,25.3882,50.05,0.03507,0.69572,0.51265,73.8026,-32.385,-3.03563,0.76585,0.5147,56.7358,-29.0021,-8.16441,0.6778,101500000000000.0,66680000000000.0
28863,0.57435,1519213872,0.58035,1537959186.0,28.0,-1.0,-1.0,-1.0,0.0,105833000000000.0,106000000000000.0,1153.741,145.633,1032.94,1.0,0.2523,942.67,35.66337,43.07658,18.2974,142.27,70.05,-52.7,1639000000000000.0,-1315000000000000.0,-2092000000000000.0,0.03094,29107679.0,29078917.0,3060299107.0,2521292.0,79.0,29146269.0,29146268.0,29078994.0,153.108,106040000000000.0,107840000000000.0,99292000000000.0,77775000000000.0,36835000000000.0,23.1255,135.85,0.03599,0.6957800000000001,0.49643000000000004,74.4176,-32.7922,-2.38095,0.77131,0.5089600000000001,57.1111,-28.5964,-6.85037,0.679,100200000000000.0,67340000000000.0
29678,0.56835,1500350684,0.57435,1519213872.0,29.0,-1.0,-1.0,-1.0,0.0,105000000000000.0,105000000000000.0,1152.195,156.845,1023.96,1.0,0.2523,939.1,35.65954,43.06759,18.3008,72.87,88.07,-61.47,1675000000000000.0,-1251000000000000.0,-1969000000000000.0,0.030430000000000002,29108494.0,29078918.0,3060299107.0,2535903.0,78.0,29144833.0,29144832.0,29078994.0,157.018,105060000000000.0,106710000000000.0,98817000000000.0,77037000000000.0,34936000000000.0,30.1476,73.14,0.03557,0.69908,0.48135,79.1313,-33.7475,-3.45048,0.765,0.48731,61.1967,-29.340999999999998,-8.14874,0.677,98750000000000.0,71370000000000.0
30515,0.56235,1481367997,0.56835,1500350684.0,25.0,-1.0,-1.0,-1.0,0.0,103800000000000.0,104000000000000.0,1150.677,159.351,1019.01,1.0,0.2523,937.39,35.63949,43.06557,18.308120000000002,64.17,72.74,-52.75,1642000000000000.0,-1173000000000000.0,-1911000000000000.0,0.030039999999999997,29109331.0,29078919.0,3060299107.0,2534708.0,77.0,29143191.0,29143190.0,29078994.0,159.482,104100000000000.0,105760000000000.0,97245000000000.0,76328000000000.0,33903000000000.0,42.4851,58.39,0.03511,0.71163,0.47447,79.1309,-31.9619,-2.55009,0.76022,0.47976,60.2991,-30.1545,-9.746039999999999,0.6744,97290000000000.0,71470000000000.0
31379,0.55635,1462264715,0.56235,1481367997.0,29.0,-1.0,-1.0,-1.0,0.0,102533000000000.0,102400000000000.0,1146.453,159.453,1017.45,1.0,0.2523,935.91,35.61755,43.06462,18.31979,88.33,66.76,-66.62,1705000000000000.0,-1059000000000000.0,-1673000000000000.0,0.029230000000000003,29110195.0,29078920.0,3060299107.0,2566600.0,76.0,29142090.0,29142089.0,29078994.0,159.453,102420000000000.0,104080000000000.0,95674000000000.0,74552000000000.0,33825000000000.0,53.2725,65.87,0.03406,0.71548,0.47626,76.5653,-32.0472,-3.6156099999999998,0.75743,0.47889,56.2581,-32.4597,-13.8489,0.6728,94860000000000.0,70260000000000.0
32266,0.55035,1443041159,0.55635,1462264715.0,29.0,-1.0,-1.0,-1.0,0.0,100977000000000.0,101200000000000.0,1143.945,163.121,1015.64,1.0,0.2523,934.37,35.60712,43.06947,18.33365,83.79,72.73,-48.3,1655000000000000.0,-921900000000000.0,-1600000000000000.0,0.0283,29111082.0,29078921.0,3060299107.0,2580688.0,75.0,29140647.0,29140646.0,29078994.0,161.088,101170000000000.0,102440000000000.0,94811000000000.0,73850000000000.0,32700000000000.0,54.1457,61.61,0.03312,0.68814,0.46817,77.5552,-34.4129,-5.35851,0.73118,0.46588,54.4254,-36.1915,-17.4315,0.6734,93400000000000.0,70850000000000.0
33176,0.54435,1423698611,0.55035,1443041159.0,21.0,-1.0,-1.0,-1.0,0.0,100436000000000.0,99330000000000.0,1138.948,165.042,1010.73,1.0,0.2523,931.4,35.60229,43.06142,18.34885,77.07,83.88,-55.86,1506000000000000.0,-894200000000000.0,-1476000000000000.0,0.02706,29111992.0,29078922.0,3060299107.0,2579537.0,74.0,29139318.0,29139317.0,29078994.0,161.911,99335000000000.0,100480000000000.0,93482000000000.0,72859000000000.0,31405000000000.0,48.0762,53.21,0.03168,0.68096,0.46831999999999996,82.5702,-35.5959,-4.13077,0.7234,0.45443999999999996,58.3075,-38.6606,-16.7417,0.6724,91900000000000.0,70670000000000.0
34110,0.53835,1404233896,0.54435,1423698611.0,24.0,-1.0,-1.0,-1.0,0.0,100354000000000.0,97180000000000.0,1132.594,159.087,1006.52,1.0,0.2523,929.17,35.60054,43.044909999999994,18.35445,69.85,94.2,-63.52,1298000000000000.0,-859700000000000.0,-1317000000000000.0,0.025169999999999998,29112926.0,29078923.0,3060299107.0,2611826.0,73.0,29138431.0,29138430.0,29078994.0,160.845,97187000000000.0,98383000000000.0,91812000000000.0,72538000000000.0,30427000000000.0,37.015,42.78,0.02939,0.6833600000000001,0.47731,80.4468,-33.2497,-2.3583,0.7135100000000001,0.45165,57.6362,-37.463,-13.869000000000002,0.6704,91430000000000.0,67920000000000.0
35063,0.53235,1384647064,0.53835,1404233896.0,29.0,-1.0,-1.0,-1.0,0.0,100160000000000.0,95640000000000.0,1128.458,163.886,1004.15,1.0,0.2523,929.45,35.59673,43.0317,18.35474,30.53,95.6,-59.36,1121000000000000.0,-743600000000000.0,-1156000000000000.0,0.022580000000000003,29113879.0,29078924.0,3060299107.0,2609277.0,72.0,29137402.0,29137401.0,29078994.0,159.514,95648000000000.0,96817000000000.0,90666000000000.0,72839000000000.0,29643000000000.0,33.4888,24.11,0.02638,0.69355,0.49373999999999996,77.4365,-30.549,-0.9502200000000001,0.72495,0.45788999999999996,57.3446,-33.9598,-9.95716,0.6698,91160000000000.0,69840000000000.0
36034,0.52835,1364989490,0.53235,1384647064.0,33.0,-1.0,-1.0,-1.0,0.0,100100000000000.0,95140000000000.0,1127.704,165.645,1002.0,1.0,0.2523,931.6,35.59205,43.02418,18.3573,19.05,88.66,-66.69,1063000000000000.0,-741300000000000.0,-1094000000000000.0,0.0218,29114850.0,29078925.0,3060299107.0,2636926.0,71.0,29136215.0,29136214.0,29078994.0,158.667,95146000000000.0,96262000000000.0,89879000000000.0,71539000000000.0,29037000000000.0,32.9602,21.51,0.02553,0.69894,0.49942,80.3186,-32.2162,-1.55095,0.72928,0.45886000000000005,62.0183,-33.5447,-8.14953,0.6696,89330000000000.0,69530000000000.0
37024,0.52235,1345229816,0.52835,1364989490.0,36.0,-1.0,-1.0,-1.0,0.0,99995200000000.0,94860000000000.0,1128.449,172.18,998.95,1.0,0.2523,932.14,35.58712,43.011720000000004,18.368560000000002,-6.38,86.45,-80.89,994600000000000.0,-763200000000000.0,-1033000000000000.0,0.02101,29115840.0,29078926.0,3060299107.0,2651509.0,70.0,29134717.0,29134716.0,29078994.0,161.697,94872000000000.0,96107000000000.0,88029000000000.0,69606000000000.0,28694000000000.0,27.8877,42.84,0.02469,0.7176600000000001,0.5168,77.2406,-34.4426,-4.33866,0.7591,0.47673000000000004,58.3969,-35.6784,-10.7606,0.6679999999999999,86650000000000.0,69940000000000.0
38048,0.51635,1325357531,0.52235,1345229816.0,32.0,-1.0,-1.0,-1.0,0.0,99882900000000.0,94410000000000.0,1128.478,172.207,999.57,1.0,0.2523,927.96,35.590070000000004,43.00461,18.3843,-47.5,99.3,-85.05,871100000000000.0,-781000000000000.0,-925500000000000.0,0.01951,29116864.0,29078927.0,3060299107.0,2666948.0,69.0,29133061.0,29133060.0,29078994.0,168.976,94421000000000.0,95788000000000.0,86662000000000.0,68096000000000.0,30843000000000.0,14.7404,84.9,0.022969999999999997,0.71541,0.5272399999999999,74.9067,-43.8233,-11.455,0.7357600000000001,0.47857,53.9336,-44.5008,-17.241,0.6674,84560000000000.0,68630000000000.0
39102,0.51035,1305329930,0.51635,1325357531.0,29.0,-1.0,-1.0,-1.0,0.0,98174700000000.0,93760000000000.0,1127.675,179.418,1002.01,1.0,0.2523,926.9,35.59625,42.99456,18.3979,-82.03,90.04,-98.57,746900000000000.0,-768900000000000.0,-758900000000000.0,0.0173,29117918.0,29078928.0,3060299107.0,2680856.0,68.0,29131553.0,29131552.0,29078994.0,172.66,93766000000000.0,94872000000000.0,86336000000000.0,66391000000000.0,29440000000000.0,5.24672,118.13,0.02056,0.65899,0.49918,73.1074,-47.675,-12.7042,0.65122,0.4417,53.5004,-47.0576,-15.2244,0.6712,82220000000000.0,69080000000000.0
40178,0.50435,1285180096,0.51035,1305329930.0,30.0,-1.0,-1.0,-1.0,0.0,98069800000000.0,93220000000000.0,1127.275,194.038,1001.05,1.0,0.2523,923.53,35.61034,42.97586,18.401229999999998,-60.89,62.98,-123.46,708800000000000.0,-626600000000000.0,-805200000000000.0,0.01647,29118994.0,29078929.0,3060299107.0,2696729.0,67.0,29130427.0,29130426.0,29078994.0,179.653,93230000000000.0,94199000000000.0,86174000000000.0,64884000000000.0,27054000000000.0,20.5489,105.8,0.01974,0.62417,0.47322,65.2572,-39.4912,-9.19409,0.62389,0.41144,49.9493,-36.5206,-8.18528,0.6729999999999999,80090000000000.0,71520000000000.0
41283,0.49835,1264906961,0.50435,1285180096.0,48.0,-1.0,-1.0,-1.0,0.0,97773200000000.0,92250000000000.0,1125.06,200.607,995.01,1.0,0.2523,910.64,35.620740000000005,42.950179999999996,18.41228,-33.61,93.08,-66.88,668000000000000.0,-656300000000000.0,-880100000000000.0,0.0173,29120099.0,29078930.0,3060299107.0,2710061.0,66.0,29129114.0,29129113.0,29078994.0,197.615,92252000000000.0,93138000000000.0,85315000000000.0,63212000000000.0,26904000000000.0,38.7207,64.77,0.020880000000000003,0.61682,0.46563999999999994,74.2937,-43.718,-11.7896,0.65027,0.4529,53.232,-40.5805,-12.869000000000002,0.6726,78400000000000.0,72730000000000.0
42412,0.48635,1244390799,0.49835,1264906961.0,39.0,-1.0,-1.0,-1.0,0.0,97504100000000.0,91350000000000.0,1124.778,215.856,989.63,1.0,0.2523,922.01,35.6017,42.93033,18.419529999999998,-14.35,90.22,-64.49,625500000000000.0,-562500000000000.0,-937800000000000.0,0.01738,29121228.0,29078931.0,3060299107.0,2738426.0,65.0,29124534.0,29124533.0,29078994.0,191.392,91356000000000.0,91915000000000.0,84621000000000.0,61115000000000.0,26056000000000.0,36.0522,40.16,0.02104,0.64569,0.47108,80.6472,-51.6887,-14.6833,0.6896,0.45863999999999994,52.769,-50.4246,-17.8504,0.6679999999999999,76270000000000.0,74830000000000.0
43574,0.48035,1223684583,0.48635,1244390799.0,37.0,-1.0,-1.0,-1.0,0.0,97313300000000.0,90840000000000.0,1124.366,216.722,993.05,1.0,0.2523,924.94,35.58149,42.92196,18.40858,-11.86,67.27,-89.09,570600000000000.0,-532500000000000.0,-944900000000000.0,0.01709,29122390.0,29078932.0,3060299107.0,2752255.0,64.0,29123193.0,29123192.0,29078994.0,191.859,90855000000000.0,91324000000000.0,83745000000000.0,60923000000000.0,25400000000000.0,45.9167,23.9,0.02077,0.6681699999999999,0.48539,78.9812,-52.6663,-12.2331,0.72634,0.4548,54.9029,-49.658,-11.4783,0.6694,75450000000000.0,74560000000000.0
