,#scale(0),id(1),desc_scale(2),desc_id(3),num_prog(4),pid(5),upid(6),desc_pid(7),phantom(8),sam_mvir(9),mvir(10),rvir(11),rs(12),vrms(13),mmp?(14),scale_of_last_MM(15),vmax(16),x(17),y(18),z(19),vx(20),vy(21),vz(22),Jx(23),Jy(24),Jz(25),Spin(26),Breadth_first_ID(27),Depth_first_ID(28),Tree_root_ID(29),Orig_halo_ID(30),Snap_num(31),Next_coprogenitor_depthfirst_ID(32),Last_progenitor_depthfirst_ID(33),Last_mainleaf_depthfirst_ID(34),Rs_Klypin,Mvir_all,M200b,M200c,M500c,M2500c,Xoff,Voff,Spin_Bullock,b_to_a,c_to_a,A[x],A[y],A[z],b_to_a(500c),c_to_a(500c),A[x](500c),A[y](500c),A[z](500c),T/|U|,M_pe_Behroozi,M_pe_Diemer
44771,0.47435,1202816077,0.48035,1223684583.0,29.0,-1.0,-1.0,-1.0,0.0,96955200000000.0,89450000000000.0,1120.221,209.449,1001.68,1.0,0.2523,920.39,35.579809999999995,42.90594,18.408379999999998,-6.04,39.99,-154.65,486400000000000.0,-571900000000000.0,-787100000000000.0,0.01569,29123587.0,29078933.0,3060299107.0,2764002.0,63.0,29118425.0,29118424.0,29078994.0,197.765,89454000000000.0,89805000000000.0,83523000000000.0,61008000000000.0,26430000000000.0,57.3544,68.82,0.01902,0.67205,0.49313999999999997,74.9411,-49.8133,-7.699110000000001,0.70639,0.45621999999999996,55.2481,-45.4624,-2.8954,0.6714,75020000000000.0,72590000000000.0
45999,0.46835,1181913010,0.47435,1202816077.0,36.0,-1.0,-1.0,-1.0,0.0,96796300000000.0,89910000000000.0,1123.739,205.221,1008.41,1.0,0.2523,919.86,35.59012,42.89737,18.44262,-55.06,104.1,-112.52,623400000000000.0,-495500000000000.0,-793000000000000.0,0.01636,29124815.0,29078934.0,3060299107.0,2776713.0,62.0,29117294.0,29117293.0,29078994.0,209.054,89913000000000.0,90149000000000.0,83988000000000.0,61734000000000.0,25864000000000.0,38.3319,71.98,0.01959,0.6524399999999999,0.49612,72.1753,-47.5495,-5.85226,0.65974,0.43586,54.0687,-43.1024,-0.20800000000000002,0.6656,75430000000000.0,71810000000000.0
47241,0.46235,1160884982,0.46835,1181913010.0,25.0,-1.0,-1.0,-1.0,0.0,96528400000000.0,91500000000000.0,1131.941,226.215,998.89,1.0,0.2523,922.74,35.59446,42.89917,18.47994,61.88,-8.64,-94.09,510200000000000.0,-628900000000000.0,-821400000000000.0,0.0165,29126057.0,29078935.0,3060299107.0,2789809.0,61.0,29115318.0,29115317.0,29078994.0,223.373,91510000000000.0,91650000000000.0,84912000000000.0,61525000000000.0,24504000000000.0,19.4546,90.82,0.01964,0.6734899999999999,0.5094,73.3166,-48.7791,-11.8474,0.69899,0.45843999999999996,50.8785,-46.5981,-11.2243,0.6532,76180000000000.0,77940000000000.0
48519,0.45635,1139731022,0.46235,1160884982.0,37.0,-1.0,-1.0,-1.0,0.0,96336200000000.0,94060000000000.0,1143.953,265.046,988.65,1.0,0.2523,922.75,35.61037,42.88922,18.50909,45.36,64.96,-106.72,626300000000000.0,-559800000000000.0,-857600000000000.0,0.01645,29127335.0,29078936.0,3060299107.0,2804207.0,60.0,29114284.0,29114283.0,29078994.0,253.03400000000002,94064000000000.0,94080000000000.0,87178000000000.0,60522000000000.0,22928000000000.0,31.2356,51.02,0.01964,0.64041,0.48328000000000004,83.5374,-53.1049,-11.589,0.6448699999999999,0.41167,57.4965,-51.3545,-10.2779,0.6424,77600000000000.0,88910000000000.0
49818,0.45035,1118480749,0.45635,1139731022.0,28.0,-1.0,-1.0,-1.0,0.0,96199300000000.0,96310000000000.0,1154.587,306.52,989.9,1.0,0.2523,925.48,35.62339,42.87072,18.53369,10.87,104.78,-107.3,670500000000000.0,-652200000000000.0,-809000000000000.0,0.01625,29128634.0,29078937.0,3060299107.0,2817029.0,59.0,29112042.0,29112041.0,29078994.0,280.433,96319000000000.0,96250000000000.0,90646000000000.0,60489000000000.0,20254000000000.0,58.4929,59.13,0.01956,0.59975,0.46057,87.334,-50.4017,-9.55322,0.62536,0.40783,58.5822,-49.276,-9.73935,0.64,80280000000000.0,98600000000000.0
51149,0.44435,1097105350,0.45035,1118480749.0,25.0,-1.0,-1.0,-1.0,0.0,95963300000000.0,96660000000000.0,1157.53,328.314,1003.09,1.0,0.2523,934.92,35.64182,42.851,18.563679999999998,57.16,111.75,-56.23,670900000000000.0,-909700000000000.0,-688700000000000.0,0.01709,29129965.0,29078938.0,3060299107.0,2810009.0,58.0,29110729.0,29110728.0,29078994.0,273.908,96674000000000.0,96579000000000.0,92713000000000.0,60609000000000.0,18899000000000.0,90.5721,109.34,0.02094,0.5665600000000001,0.43103,95.1987,-50.8565,-8.19985,0.60917,0.39295,61.9659,-50.7579,-9.27624,0.6502,82170000000000.0,98880000000000.0
52500,0.43835,1075607790,0.44435,1097105350.0,31.0,-1.0,-1.0,-1.0,0.0,94890000000000.0,94920000000000.0,1152.056,298.479,1026.78,1.0,0.2523,957.04,35.64315,42.83011,18.58758,75.75,118.76,-27.13,638400000000000.0,-971900000000000.0,-555700000000000.0,0.01697,29131316.0,29078939.0,3060299107.0,2842914.0,57.0,29109664.0,29109663.0,29078994.0,226.82299999999998,94922000000000.0,94842000000000.0,92876000000000.0,62714000000000.0,18270000000000.0,102.87899999999999,144.42,0.02114,0.54382,0.40365,98.1398,-48.7881,-6.8449100000000005,0.5917,0.36598,66.1264,-46.383,-4.34422,0.6682,84800000000000.0,95550000000000.0
53868,0.43235,1053987600,0.43835,1075607790.0,34.0,-1.0,-1.0,-1.0,0.0,92813300000000.0,93090000000000.0,1146.07,248.474,1060.82,1.0,0.2523,986.67,35.60495,42.81897,18.59647,137.03,108.1,-30.23,704800000000000.0,-848000000000000.0,-592100000000000.0,0.01702,29132684.0,29078940.0,3060299107.0,2855209.0,56.0,29108598.0,29108597.0,29078994.0,184.72,93090000000000.0,93006000000000.0,91628000000000.0,69261000000000.0,20284000000000.0,77.1897,184.14,0.02134,0.59697,0.42589,95.9081,-44.8528,-10.6888,0.6279899999999999,0.36280999999999997,71.3242,-40.1941,-2.60107,0.6859999999999999,86380000000000.0,89620000000000.0
55253,0.42635,1032250149,0.43235,1053987600.0,29.0,-1.0,-1.0,-1.0,0.0,90523300000000.0,90430000000000.0,1136.486,184.637,1099.77,1.0,0.2523,1012.17,35.545120000000004,42.82509,18.591829999999998,149.51,155.37,12.38,852000000000000.0,-783100000000000.0,-916900000000000.0,0.02118,29134069.0,29078941.0,3060299107.0,2868216.0,55.0,29107285.0,29107284.0,29078994.0,155.685,90433000000000.0,90322000000000.0,89032000000000.0,73875000000000.0,21064000000000.0,43.0803,228.33,0.02659,0.71318,0.48813999999999996,89.1914,-43.2143,-15.1459,0.6494800000000001,0.40257,76.7701,-36.993,-6.50026,0.7038,88290000000000.0,74600000000000.0
56662,0.42035,1010395515,0.42635,1032250149.0,46.0,-1.0,-1.0,-1.0,0.0,88206700000000.0,88050000000000.0,1127.821,165.396,1133.93,1.0,0.2523,1042.04,35.51157,42.82464,18.61695,186.62,59.44,-139.54,990400000000000.0,-684500000000000.0,-1077000000000000.0,0.024069999999999998,29135478.0,29078942.0,3060299107.0,2879598.0,54.0,29106131.0,29106130.0,29078994.0,131.623,88051000000000.0,87934000000000.0,86755000000000.0,73933000000000.0,24432000000000.0,39.6659,195.31,0.030610000000000002,0.81129,0.52686,82.2968,-44.5735,-17.754,0.75107,0.43575,76.4677,-36.8539,-2.12946,0.7232,88930000000000.0,69200000000000.0
58092,0.41435,988423862,0.42035,1010395515.0,56.0,-1.0,-1.0,-1.0,0.0,86096700000000.0,86140000000000.0,1120.989,169.305,1154.97,1.0,0.2523,1055.71,35.487829999999995,42.82764,18.66476,108.36,14.27,-253.52,1054000000000000.0,-648600000000000.0,-1221000000000000.0,0.02648,29136908.0,29078943.0,3060299107.0,2889830.0,53.0,29104326.0,29104325.0,29078994.0,122.51799999999999,86156000000000.0,86007000000000.0,84824000000000.0,71404000000000.0,25319000000000.0,43.2663,184.35,0.03439,0.80758,0.54145,84.4262,-34.2758,-9.82399,0.75385,0.48273999999999995,78.2772,-22.3129,5.04518,0.74,85790000000000.0,68280000000000.0
59563,0.40835,966342935,0.41435,988423862.0,60.0,-1.0,-1.0,-1.0,0.0,83986700000000.0,84100000000000.0,1113.379,158.31,1151.04,1.0,0.2523,1026.53,35.48166,42.830659999999995,18.70695,44.75,-43.21,-273.07,1075000000000000.0,-640200000000000.0,-1186000000000000.0,0.02727,29138379.0,29078944.0,3060299107.0,2900318.0,52.0,29101944.0,29101943.0,29078994.0,138.553,84160000000000.0,83885000000000.0,82440000000000.0,67633000000000.0,30117000000000.0,56.0568,188.13,0.03575,0.79662,0.6156699999999999,77.465,-32.4716,-21.2647,0.80392,0.6532,70.1005,-18.3706,-11.3952,0.7440000000000001,80080000000000.0,61840000000000.0
61087,0.40235,944153877,0.40835,966342935.0,37.0,-1.0,-1.0,-1.0,0.0,81270000000000.0,81720000000000.0,1104.047,188.113,1111.64,1.0,0.2523,993.12,35.48235,42.84543,18.7622,-20.14,-132.48,-306.41,1224000000000000.0,-729500000000000.0,-1049000000000000.0,0.0286,29139903.0,29078945.0,3060299107.0,2910628.0,51.0,29099314.0,29099313.0,29078994.0,161.297,81811000000000.0,81384000000000.0,79517000000000.0,61432000000000.0,25657000000000.0,81.6886,255.66,0.03874,0.67251,0.6029,79.6253,-54.2554,-28.7655,0.70691,0.64851,-53.659,56.7432,18.1918,0.7458,73560000000000.0,66030000000000.0
62663,0.39635,921865237,0.40235,944153877.0,35.0,-1.0,-1.0,-1.0,0.0,77290000000000.0,77990000000000.0,1088.24,250.874,1061.69,1.0,0.2523,953.79,35.48968,42.86803,18.81758,-41.1,-175.8,-239.62,1300000000000000.0,-664600000000000.0,-938800000000000.0,0.02885,29141479.0,29078946.0,3060299107.0,2917991.0,50.0,29096470.0,29096469.0,29078994.0,192.25900000000001,78128000000000.0,77377000000000.0,74825000000000.0,56114000000000.0,15865000000000.0,111.397,237.61,0.04137,0.68903,0.51389,81.1958,-50.9806,-25.5507,0.66737,0.48033000000000003,64.2095,-43.8496,1.18154,0.7544,66690000000000.0,74680000000000.0
64277,0.39035,899478007,0.39635,921865237.0,38.0,-1.0,-1.0,-1.0,0.0,72456700000000.0,72160000000000.0,1061.582,299.565,1016.42,1.0,0.2523,909.78,35.485659999999996,42.90333,18.862270000000002,-43.61,-164.79,-133.21,1297000000000000.0,-286900000000000.0,-853600000000000.0,0.029169999999999998,29143093.0,29078947.0,3060299107.0,2926560.0,49.0,29095396.0,29095395.0,29078994.0,229.428,72269000000000.0,71418000000000.0,68673000000000.0,47501000000000.0,13623000000000.0,127.57600000000001,181.59,0.043160000000000004,0.72807,0.42299,79.5549,-43.4513,-21.0251,0.7879,0.4143,66.5781,-19.61,6.239380000000001,0.7574,60320000000000.0,77390000000000.0
65937,0.38435,876993096,0.39035,899478007.0,33.0,-1.0,-1.0,-1.0,0.0,67100000000000.0,67220000000000.0,1037.895,335.089,978.47,1.0,0.2523,867.27,35.498259999999995,42.92907,18.88148,-73.67,-167.38,-61.64,1206000000000000.0,-324400000000000.0,-696600000000000.0,0.02976,29144753.0,29078948.0,3060299107.0,2935203.0,48.0,29094228.0,29094227.0,29078994.0,303.77,67363000000000.0,66246000000000.0,63183000000000.0,37183000000000.0,13217000000000.0,121.02,193.75,0.044289999999999996,0.7256,0.3657,82.5651,-46.585,-25.7749,0.7760699999999999,0.44009,-22.6856,41.9613,46.6081,0.7522,54520000000000.0,77080000000000.0
67646,0.37835,854415217,0.38435,876993096.0,33.0,-1.0,-1.0,-1.0,0.0,64723300000000.0,61920000000000.0,1010.955,335.018,941.68,1.0,0.2523,836.68,35.55324,42.93764,18.85894,-94.72,-107.26,-48.73,789800000000000.0,-400800000000000.0,-529500000000000.0,0.0258,29146462.0,29078949.0,3060299107.0,2940693.0,47.0,29093319.0,29093318.0,29078994.0,393.539,61998000000000.0,60841000000000.0,56784000000000.0,32702000000000.0,14306000000000.0,86.637,151.88,0.03692,0.5875100000000001,0.38868,68.3754,-55.042,-33.5813,0.81657,0.5267,-27.1446,40.7114,36.8662,0.7304,50160000000000.0,73090000000000.0
69397,0.37235,831748651,0.37835,854415217.0,22.0,-1.0,-1.0,-1.0,0.0,54860000000000.0,53880000000000.0,966.157,329.71,895.67,1.0,0.2523,802.62,35.5956,42.91264,18.84094,-27.37,49.69,-1.29,453500000000000.0,-471100000000000.0,-272100000000000.0,0.02281,29148213.0,29078950.0,3060299107.0,2945537.0,46.0,29092217.0,29092216.0,29078994.0,440.455,53889000000000.0,52516000000000.0,49126000000000.0,29004000000000.0,11147000000000.0,44.4397,205.68,0.0322,0.53815,0.3617,65.6814,-50.222,-42.2986,0.63038,0.4261,-34.1405,32.7882,43.5912,0.7196,45700000000000.0,68450000000000.0
71199,0.36635,808996945,0.37235,831748651.0,22.0,-1.0,-1.0,-1.0,0.0,49208800000000.0,48780000000000.0,935.617,400.322,854.76,1.0,0.2523,783.24,35.61016,42.88754,18.84703,14.03,75.52,-50.17,371300000000000.0,-490800000000000.0,-56520000000000.0,0.02345,29150015.0,29078951.0,3060299107.0,2951623.0,45.0,29091110.0,29091109.0,29078994.0,387.836,48781000000000.0,47632000000000.0,44588000000000.0,25972000000000.0,7798100000000.0,53.6749,201.63,0.03341,0.60927,0.33676,-57.7598,59.075,52.3209,0.60288,0.3265,-25.8372,44.9004,48.5801,0.7146,41230000000000.0,72210000000000.0
73020,0.36035,786163967,0.36635,808996945.0,21.0,-1.0,-1.0,-1.0,0.0,44330000000000.0,44240000000000.0,906.539,403.469,831.55,1.0,0.2523,763.23,35.59084,42.88245,18.86743,62.03,18.09,-94.82,357200000000000.0,-439700000000000.0,28220000000000.0,0.02555,29151836.0,29078952.0,3060299107.0,2958765.0,44.0,29090501.0,29090500.0,29078994.0,419.189,44244000000000.0,42727000000000.0,39523000000000.0,22017000000000.0,7703000000000.0,79.369,142.64,0.03636,0.6531600000000001,0.37581,-26.5333,56.4992,48.7507,0.72937,0.43805,-30.0282,37.3586,25.5173,0.7122,37390000000000.0,67490000000000.0
74867,0.35435,763251124,0.36035,786163967.0,24.0,-1.0,-1.0,-1.0,0.0,42161200000000.0,39970000000000.0,877.214,310.351,823.27,1.0,0.2523,744.01,35.56153,42.89642,18.89687,65.83,-4.67,-124.89,367700000000000.0,-302600000000000.0,76020000000000.0,0.026269999999999998,29153683.0,29078953.0,3060299107.0,2960876.0,43.0,29089974.0,29089973.0,29078994.0,378.815,39978000000000.0,38861000000000.0,36448000000000.0,20126000000000.0,8014300000000.0,85.9882,98.47,0.036910000000000005,0.66371,0.42266000000000004,-40.15,53.6919,34.1898,0.72687,0.4519,-30.6261,38.9732,23.5387,0.7120000000000001,34440000000000.0,52580000000000.0
76738,0.34835,740263500,0.35435,763251124.0,19.0,-1.0,-1.0,-1.0,0.0,35983300000000.0,35400000000000.0,843.242,230.401,822.06,1.0,0.2523,729.59,35.538540000000005,42.89804,18.91678,165.83,-38.87,-161.46,241100000000000.0,-199200000000000.0,46970000000000.0,0.02181,29155554.0,29078954.0,3060299107.0,2964987.0,42.0,29089293.0,29089292.0,29078994.0,265.438,35405000000000.0,34279000000000.0,32342000000000.0,19995000000000.0,8840600000000.0,59.8065,170.3,0.02986,0.63488,0.42148,54.0049,-53.2488,-25.0838,0.74371,0.44323,-35.4553,41.0537,23.7039,0.7124,31510000000000.0,38730000000000.0
78641,0.34235,717208725,0.34835,740263500.0,16.0,-1.0,-1.0,-1.0,0.0,33060000000000.0,32580000000000.0,820.926,207.358,822.62,1.0,0.2523,728.64,35.53085,42.88966,18.94797,53.86,27.46,-178.26,208500000000000.0,-104200000000000.0,37520000000000.0,0.019180000000000003,29157457.0,29078955.0,3060299107.0,2944833.0,41.0,29088747.0,29088746.0,29078994.0,208.639,32578000000000.0,31819000000000.0,30556000000000.0,20181000000000.0,8241100000000.0,50.706,68.45,0.02582,0.63545,0.44422,53.8727,-51.765,-18.2845,0.6633899999999999,0.42076,39.5747,-39.9638,-22.0621,0.7126,28730000000000.0,32850000000000.0
80570,0.33635,694092142,0.34235,717208725.0,21.0,-1.0,-1.0,-1.0,0.0,31360000000000.0,31200000000000.0,809.9,183.851,825.19,1.0,0.2523,728.09,35.50312,42.89005,18.98007,40.67,27.47,-174.32,186600000000000.0,-94250000000000.0,42290000000000.0,0.01895,29159386.0,29078956.0,3060299107.0,2966830.0,40.0,29088401.0,29088400.0,29078994.0,195.895,31200000000000.0,30536000000000.0,29604000000000.0,20258000000000.0,8420200000000.0,25.7977,56.98,0.02528,0.6702899999999999,0.48067,-50.805,54.6637,13.0647,0.66865,0.44227,40.6787,-43.1608,-12.5858,0.713,25520000000000.0,29090000000000.0
82505,0.33035,670919206,0.33635,694092142.0,20.0,-1.0,-1.0,-1.0,0.0,30263300000000.0,30300000000000.0,802.733,202.441,816.23,1.0,0.2523,728.85,35.47485,42.89262,19.01398,70.22,41.05,-155.21,173500000000000.0,-74950000000000.0,41900000000000.0,0.01803,29161321.0,29078957.0,3060299107.0,2966023.0,39.0,29087852.0,29087851.0,29078994.0,190.322,30301000000000.0,29678000000000.0,28837000000000.0,19721000000000.0,6890200000000.0,18.5341,71.64,0.0243,0.67486,0.4967,-49.8252,59.0513,25.3842,0.64885,0.42313999999999996,-40.0452,48.4603,20.5305,0.7134,24480000000000.0,30480000000000.0
84470,0.32435,647700887,0.33035,670919206.0,22.0,-1.0,-1.0,-1.0,0.0,29326700000000.0,29290000000000.0,794.353,213.333,803.71,1.0,0.2523,727.73,35.47733,42.85434,19.02806,85.33,101.03,-95.33,152400000000000.0,-78270000000000.0,62110000000000.0,0.01853,29163286.0,29078958.0,3060299107.0,2963849.0,38.0,29087315.0,29087314.0,29078994.0,186.63400000000001,29289000000000.0,28701000000000.0,27907000000000.0,19269000000000.0,6849200000000.0,12.3246,114.2,0.024419999999999997,0.67913,0.5251600000000001,-38.2584,52.8279,28.6059,0.68257,0.43882,-28.8853,42.1259,22.0436,0.6986,23640000000000.0,30510000000000.0
86456,0.31835,624444109,0.32435,647700887.0,7.0,-1.0,-1.0,-1.0,0.0,28698000000000.0,28390000000000.0,786.759,246.285,783.77,1.0,0.2523,723.02,35.454679999999996,42.80662,19.01076,118.62,29.26,-98.41,129400000000000.0,-136200000000000.0,104200000000000.0,0.02305,29165272.0,29078959.0,3060299107.0,2959641.0,37.0,29086731.0,29086730.0,29078994.0,193.40200000000002,28388000000000.0,28018000000000.0,27508000000000.0,17538000000000.0,5258700000000.0,33.5395,137.35,0.0306,0.7049,0.48326,-42.6691,65.492,37.2038,0.79986,0.43693000000000004,-32.6586,47.0838,26.5985,0.6920000000000001,23410000000000.0,30310000000000.0
88461,0.31235,601157635,0.31835,624444109.0,12.0,-1.0,-1.0,-1.0,0.0,26443300000000.0,26090000000000.0,765.557,264.612,774.03,1.0,0.2523,714.55,35.33983,42.87696,19.07018,-20.75,53.11,-173.86,94810000000000.0,-139200000000000.0,32980000000000.0,0.01999,29167277.0,29078960.0,3060299107.0,2955293.0,36.0,29085458.0,29085457.0,29078994.0,176.498,26094000000000.0,25662000000000.0,25176000000000.0,16189000000000.0,2954600000000.0,99.9048,54.27,0.028380000000000002,0.69179,0.39675,-42.0842,74.2908,36.5887,0.64008,0.31406999999999996,-27.8185,51.6615,37.1303,0.722,21620000000000.0,29720000000000.0
90477,0.30635,577853999,0.31235,601157635.0,28.0,-1.0,-1.0,-1.0,0.0,24210000000000.0,24850000000000.0,753.806,255.336,776.97,1.0,0.2523,710.49,35.36681,42.794,19.00976,123.27,-94.14,-246.2,40890000000000.0,-257600000000000.0,107600000000000.0,0.03537,29169293.0,29078961.0,3060299107.0,2946214.0,35.0,29085084.0,29085083.0,29078994.0,172.025,24862000000000.0,24533000000000.0,24164000000000.0,15379000000000.0,3648100000000.0,115.72399999999999,189.67,0.051089999999999997,0.60987,0.38694,4.48572,72.5363,64.63600000000001,0.6131,0.35322,15.582,42.4055,52.7893,0.7328,20790000000000.0,27800000000000.0
92519,0.29435,554411195,0.30635,577853999.0,21.0,-1.0,-1.0,-1.0,0.0,22266700000000.0,21690000000000.0,721.367,174.468,814.61,1.0,0.2523,731.04,35.48075,42.784209999999995,19.11186,155.71,121.54,-42.94,79850000000000.0,-174300000000000.0,106100000000000.0,0.03261,29171335.0,29078962.0,3060299107.0,2923819.0,34.0,29084300.0,29084299.0,29078994.0,112.98299999999999,21687000000000.0,21490000000000.0,21329000000000.0,17015000000000.0,2885300000000.0,102.295,199.2,0.05078,0.55419,0.37306999999999996,-59.7618,76.6929,46.2556,0.36194,0.22569,-63.0062,66.1363,44.3882,0.787,19620000000000.0,21470000000000.0
94607,0.28835,530851920,0.29435,554411195.0,19.0,-1.0,-1.0,-1.0,0.0,20340000000000.0,20260000000000.0,705.619,135.971,823.61,1.0,0.2523,735.44,35.42661,42.78976,19.140810000000002,127.42,176.54,-133.23,120200000000000.0,-100200000000000.0,91400000000000.0,0.032619999999999996,29173423.0,29078963.0,3060299107.0,2909024.0,33.0,29083631.0,29083630.0,29078994.0,99.4002,20256000000000.0,20100000000000.0,19980000000000.0,16407000000000.0,4255500000000.0,78.9753,193.62,0.04752,0.7096100000000001,0.51072,-16.2731,63.1648,37.4432,0.49027,0.30927,-22.0044,55.9832,38.833,0.773,18710000000000.0,18310000000000.0
96740,0.28235,507243645,0.28835,530851920.0,18.0,-1.0,-1.0,-1.0,0.0,18866700000000.0,19070000000000.0,692.007,131.063,802.17,1.0,0.2523,726.43,35.30808,42.81105,19.18638,265.95,50.78,-162.23,76870000000000.0,-108200000000000.0,43330000000000.0,0.028460000000000003,29175556.0,29078964.0,3060299107.0,2891933.0,32.0,29081963.0,29081962.0,29078994.0,98.7571,19069000000000.0,18861000000000.0,18713000000000.0,15323000000000.0,3830400000000.0,67.7984,230.18,0.04091,0.78049,0.58914,19.9914,67.4185,37.4317,0.62227,0.42475,21.9623,58.7453,35.5005,0.7636,17450000000000.0,16960000000000.0
98891,0.27635,483991321,0.28235,507243645.0,15.0,-1.0,-1.0,-1.0,0.0,18540500000000.0,17270000000000.0,669.928,186.901,779.32,1.0,0.2523,691.81,35.2275,42.85283,19.25318,197.6,-301.27,-413.19,50210000000000.0,-201000000000000.0,169700000000000.0,0.05574,29177707.0,29078965.0,3060299107.0,2870811.0,31.0,29081496.0,29081495.0,29078994.0,111.256,17271000000000.0,17015000000000.0,16849000000000.0,13133000000000.0,2046200000000.0,109.322,427.12,0.09351,0.76968,0.53408,66.1331,42.6382,13.8491,0.36154000000000003,0.27326,59.8661,46.8336,17.6676,0.8138,14970000000000.0,18080000000000.0
101065,0.27035,460804764,0.27635,483991321.0,19.0,-1.0,-1.0,-1.0,0.0,14753300000000.0,14570000000000.0,633.421,156.337,757.73,1.0,0.2523,666.83,35.206309999999995,42.92394,19.33715,67.44,-337.91,-365.87,64190000000000.0,-141700000000000.0,136900000000000.0,0.056979999999999996,29179881.0,29078966.0,3060299107.0,2846834.0,30.0,29081110.0,29081109.0,29078994.0,99.5471,14570000000000.0,14233000000000.0,14072000000000.0,11031000000000.0,2221400000000.0,101.257,352.47,0.09706000000000001,0.8186399999999999,0.5081399999999999,62.0547,-2.19299,-31.8359,0.6580199999999999,0.31825,61.3451,5.35217,-21.1564,0.8236,12540000000000.0,14450000000000.0
103265,0.26435,437711358,0.27035,460804764.0,21.0,-1.0,-1.0,-1.0,0.0,12690000000000.0,12420000000000.0,600.891,145.495,721.55,1.0,0.2523,635.56,35.23901,43.02084,19.409110000000002,-179.19,-348.87,-205.37,62920000000000.0,-124900000000000.0,116000000000000.0,0.06583,29182081.0,29078967.0,3060299107.0,2818536.0,29.0,29080697.0,29080696.0,29078994.0,97.6712,12417000000000.0,12214000000000.0,12122000000000.0,9531000000000.0,1526800000000.0,81.9179,358.02,0.11235999999999999,0.6320899999999999,0.38950999999999997,-4.78869,60.5453,52.8603,0.44681000000000004,0.2523,-18.483,50.4045,49.2275,0.8226,11000000000000.0,12240000000000.0
105498,0.25835,414790207,0.26435,437711358.0,9.0,-1.0,-1.0,-1.0,0.0,11416600000000.0,11080000000000.0,578.778,277.946,669.83,1.0,0.2523,585.34,35.31163,43.10768,19.45879,-274.43,-332.94,-56.23,85340000000000.0,-135600000000000.0,108100000000000.0,0.06813999999999999,29184314.0,29078968.0,3060299107.0,2787380.0,28.0,29080172.0,29080171.0,29078994.0,140.469,11077000000000.0,10832000000000.0,10717000000000.0,6198700000000.0,962670000000.0,109.236,399.13,0.14618,0.2582,0.23426,50.5586,86.5449,65.5696,0.35715,0.29614,33.1908,50.4793,39.0474,0.8706,9053000000000.0,16470000000000.0
107791,0.25235,392022123,0.25835,414790207.0,9.0,-1.0,-1.0,-1.0,0.0,11242100000000.0,8835000000000.0,537.039,488.82,607.79,1.0,0.2523,529.55,35.3638,43.17689,19.47482,-221.91,-283.55,-43.89,49050000000000.0,-75070000000000.0,64390000000000.0,0.0513,29186607.0,29078969.0,3060299107.0,2753809.0,27.0,29080019.0,29080018.0,29078994.0,243.892,8835200000000.0,8279200000000.0,7996100000000.0,3738400000000.0,636780000000.0,109.6,269.81,0.12312000000000001,0.42146000000000006,0.2654,53.8558,73.0966,23.131,0.57167,0.36345,38.2098,35.3411,-5.75132,0.8878,7318000000000.0,18900000000000.0
110125,0.24635,369433370,0.25235,392022123.0,10.0,-1.0,-1.0,-1.0,0.0,5963000000000.0,5710000000000.0,464.568,267.073,562.58,1.0,0.2043,463.27,35.39663,43.23922,19.491889999999998,-165.66,-225.31,20.64,33340000000000.0,-32220000000000.0,2418000000000.0,0.01097,29188941.0,29078970.0,3060299107.0,2712510.0,26.0,29079808.0,29079807.0,29078994.0,213.203,5722400000000.0,5377900000000.0,5240800000000.0,2844500000000.0,593570000000.0,80.1429,157.66,0.10845,0.5405300000000001,0.36169,38.5672,41.3074,2.00559,0.47931,0.31508,29.0104,26.635,-8.88987,0.9938,5927000000000.0,11880000000000.0
112467,0.23435,346951710,0.24635,369433370.0,5.0,-1.0,-1.0,-1.0,0.0,4042330000000.0,3344000000000.0,389.035,171.167,463.18,1.0,0.2043,406.36,35.5085,43.35538,19.45344,-68.82,-74.62,-19.58,-292200000000.0,453200000000.0,-4418000000000.0,0.01293,29191283.0,29078971.0,3060299107.0,2616417.0,25.0,29079608.0,29079607.0,29078994.0,108.21799999999999,3343800000000.0,3231200000000.0,3190400000000.0,2064100000000.0,210850000000.0,67.0387,130.33,0.02599,0.39536,0.29181999999999997,43.5713,33.4881,-17.3192,0.21008000000000002,0.17137,35.7712,25.767,-19.9013,0.8566,3756000000000.0,5944000000000.0
114827,0.22835,324585976,0.23435,346951710.0,7.0,-1.0,-1.0,-1.0,0.0,2921330000000.0,3073000000000.0,378.404,148.581,449.2,1.0,0.2043,405.64,35.510670000000005,43.3516,19.45259,16.0,70.32,5.66,-736000000000.0,2164000000000.0,-2692000000000.0,0.00317,29193643.0,29078972.0,3060299107.0,2561077.0,24.0,29079539.0,29079538.0,29078994.0,91.66799999999999,3073900000000.0,3015000000000.0,2997600000000.0,1932700000000.0,254600000000.0,31.6777,262.21,0.02405,0.32534,0.30434,48.7575,34.1772,-22.6149,0.22526999999999997,0.18647,41.0883,28.7412,-22.4861,1.0098,2526000000000.0,3686000000000.0
