,#scale(0),id(1),desc_scale(2),desc_id(3),num_prog(4),pid(5),upid(6),desc_pid(7),phantom(8),sam_mvir(9),mvir(10),rvir(11),rs(12),vrms(13),mmp?(14),scale_of_last_MM(15),vmax(16),x(17),y(18),z(19),vx(20),vy(21),vz(22),Jx(23),Jy(24),Jz(25),Spin(26),Breadth_first_ID(27),Depth_first_ID(28),Tree_root_ID(29),Orig_halo_ID(30),Snap_num(31),Next_coprogenitor_depthfirst_ID(32),Last_progenitor_depthfirst_ID(33),Last_mainleaf_depthfirst_ID(34),Rs_Klypin(35),Mvir_all(36),M200b(37),M200c(38),M500c(39),M2500c(40),Xoff(41),Voff(42),Spin_Bullock(43),b_to_a(44),c_to_a(45),A[x](46),A[y](47),A[z](48),b_to_a(500c)(49),c_to_a(500c)(50),A[x](500c)(51),A[y](500c)(52),A[z](500c)(53),T/|U|(54),M_pe_Behroozi(55),M_pe_Diemer(56),Macc(57),Mpeak(58),Vacc(59),Vpeak(60),Halfmass_Scale(61),Acc_Rate_Inst(62),Acc_Rate_100Myr(63),Acc_Rate_1*Tdyn(64),Acc_Rate_2*Tdyn(65),Acc_Rate_Mpeak(66),Mpeak_Scale(67),Acc_Scale(68),First_Acc_Scale(69),First_Acc_Mvir(70),First_Acc_Vmax(71),Vmax@Mpeak(72)
1406,1.00035,3060288486,0.0,-1,1,3060288485,3060288485,-1,0,389400000000.0,389400000000.0,151.123,1.782,154.23,1,0.2283,162.09,39.7807,48.4059,6.17026,-6.4,-75.02,142.58,141300000000.0,-138700000000.0,-51710000000.0,0.017480000000000002,485827620,485827620,3060288486,1848677,180,-1,485835052,485827797,5.96995,397990000000,434650000000,247920000000,210440000000,148020000000,36.6232,11.02,0.02336,0.33148,0.20462,4.24558,10.6805,-5.73517,0.66913,0.46985,4.28709,4.71858,-0.58953,0.7958,535500000000,132900000000,1202000000000.0,1282000000000.0,195.76,196.3,0.4264,-20640.0,-8834.0,-165.2,-198.9,10.52,0.9943,0.688,0.688,1202000000000.0,195.76,174.87
1635,1.00035,3060288472,0.0,-1,1,3060288485,3060288485,-1,0,333300000000.0,333300000000.0,143.479,9.988,120.34,1,0.2703,126.29,40.14001,48.55379,6.22357,-469.85,-71.72,156.89,-134600000000.0,-155200000000.0,7453000000.0,0.034589999999999996,504712994,504712994,3060288472,1848663,180,-1,504714554,504713169,11.6968,339920000000,360640000000,297670000000,242340000000,130030000000,2.84133,10.28,0.030410000000000003,0.90843,0.86319,8.32114,0.16597,1.87437,0.97845,0.8778799999999999,-0.45018,6.9619800000000005,1.41178,0.5316,432300000000,146900000000,342500000000.0,362800000000.0,125.64,138.65,0.3363,-38.15,-8.093,-12.96,-4.537,1.305,0.6944,0.958,0.958,342500000000.0,125.64,125.32
1694,1.00035,3060288428,0.0,-1,1,3060288485,3060288485,-1,0,319600000000.0,319600000000.0,141.495,4.555,134.78,1,0.3903,139.73,39.81497,48.54745,6.26883,49.69,-418.35,-230.23,-166400000000.0,-141300000000.0,-63910000000.0,0.04481,509900297,509900297,3060288428,1848619,180,-1,509902019,509900471,7.432930000000001,344010000000,333250000000,300940000000,266730000000,168330000000,1.76473,2.21,0.03608,0.8533,0.74963,-1.8719700000000001,6.3135,4.47238,0.8870100000000001,0.78896,-2.8091,6.17324,1.74932,0.5478,521900000000,125900000000,377400000000.0,633900000000.0,138.88,165.44,0.3844,-150.2,-92.5,-49.05,-62.03,0.1364,0.6764,0.898,0.6459999999999999,618000000000.0,152.77,154.14
2049,1.00035,3060288467,0.0,-1,1,-1,-1,-1,0,265500000000.0,265500000000.0,133.012,8.121,116.19,1,0.2523,123.48,39.722190000000005,49.04668,5.5957300000000005,-223.23,-340.24,439.47,-58860000000.0,-30810000000.0,132000000000.0,0.03501,533593611,533593611,3060288467,1848658,180,-1,533594137,533593784,8.780569999999999,272730000000,359960000000,228980000000,178820000000,111490000000,3.6167,10.47,0.03192,0.8271200000000001,0.7371800000000001,-1.96845,-4.802230000000001,6.49346,0.76542,0.68238,-1.9783400000000002,-4.04117,5.50522,0.5724,342000000000,107700000000,265500000000.0,265500000000.0,123.48,140.93,0.2944,33.38,37.49,15.0,13.03,11.43,1.0,1.0,1.0,265500000000.0,123.48,123.48
2610,1.00035,3060288457,0.0,-1,1,3060288485,3060288485,-1,0,200100000000.0,200100000000.0,121.042,6.544,102.87,1,0.5223,111.61,40.012440000000005,48.382529999999996,5.90801,-164.71,-437.11,439.86,-76870000000.0,-10700000000.0,-9313000000.0,0.032010000000000004,571378612,571378612,3060288457,1848648,180,-1,571379047,571378786,8.200330000000001,203220000000,211810000000,184140000000,149250000000,83277000000,0.37797,3.83,0.02706,0.8459,0.78337,-0.80114,-2.81019,6.92754,0.8851,0.83406,0.9334399999999999,-2.87373,5.45605,0.5168,264200000000,73740000000,208000000000.0,339900000000.0,112.25,140.46,0.5163,4.769,-16.0,-9.771,-7.9239999999999995,0.0,0.6283,0.9309999999999999,0.9309999999999999,208000000000.0,112.25,131.01
3338,1.00035,3060288468,0.0,-1,1,-1,-1,-1,0,169128000000.0,150900000000.0,110.174,8.541,94.35,1,0.8233,99.91,39.579879999999996,49.12219,5.64332,-197.4,-441.23,338.62,19080000000.0,-31750000000.0,-99570000000.0,0.061070000000000006,612344564,612344564,3060288468,1848659,180,-1,612345260,612344733,7.96554,150880000000,159600000000,131660000000,97589000000,53020000000,2.05787,12.17,0.058870000000000006,0.62545,0.5837,6.4351400000000005,-3.20688,2.7648,0.58721,0.54474,4.77569,-2.75474,2.37246,0.5868,172300000000,64060000000,150900000000.0,150900000000.0,99.91,112.31,0.4324,131.2,59.58,8.03,15.19,9.915,1.0,1.0,1.0,150900000000.0,99.91,99.91
4336,1.00035,3060290610,0.0,-1,1,-1,-1,-1,0,131462000000.0,112500000000.0,99.888,9.691,77.96,1,0.6463,85.51,40.06633,47.93812,5.57742,-250.19,6.54,-22.54,21180000.0,-44030000000.0,1677000000.0,0.04385,659096559,659096559,3060290610,1850801,180,-1,659097151,659096728,9.15973,115720000000,125120000000,94045000000,70874000000,37891000000,3.73619,6.64,0.03986,0.90981,0.64844,7.059089999999999,-3.3127400000000002,-0.9749399999999999,0.8682700000000001,0.60738,5.6083300000000005,-2.3043299999999998,-1.65862,0.5098,124400000000,57930000000,112500000000.0,128900000000.0,85.51,93.04,0.4023,7.154,-2.0,-3.839,-4.021,2.279,0.7304,1.0,1.0,112500000000.0,85.51,87.31
4476,1.00035,3060288454,0.0,-1,1,3060288485,3060288485,-1,0,108600000000.0,108600000000.0,98.745,2.304,96.09,1,0.0963,107.25,39.68568,48.45155,6.45012,53.52,-94.97,15.21,-1793000000.0,12780000000.0,6257000000.0,0.01804,664880239,664880239,3060288454,1848645,180,-1,664880660,664880417,3.7414300000000003,112850000000,118440000000,98406000000,87503000000,64877000000,3.0053900000000002,5.17,0.01374,0.80529,0.67779,-3.4096699999999998,-1.55616,4.6443900000000005,0.85339,0.6733899999999999,-3.3275900000000003,-1.25515,4.01729,0.5308,198000000000,50290000000,211300000000.0,219800000000.0,116.11,125.64,0.3483,-54.85,-44.34,-20.39,-20.1,0.0,0.6283,0.7,0.7,211300000000.0,116.11,117.77
5895,1.00035,3060288372,0.0,-1,1,-1,-1,-1,0,90910000000.0,78920000000.0,88.768,10.613,69.81,1,0.8023,81.45,39.96818,47.78685,6.47379,-157.78,-52.09,-279.46,2938000000.0,-29890000000.0,-7917000000.0,0.05839,721598162,721598162,3060288372,1848563,180,-1,721598546,721598334,6.1293,79189000000,86140000000,66377000000,49067000000,26442000000,2.6024700000000003,3.91,0.05069,0.6853600000000001,0.56328,-2.72968,-0.17098,5.48524,0.74774,0.58823,-2.01777,0.37695,4.2205,0.4902,90300000000,48390000000,78920000000.0,84500000000.0,81.45,99.56,0.7363,0.0,-2.166,-1.693,9.222000000000001,8.68,0.9374,1.0,1.0,78920000000.0,81.45,85.1
6326,1.00035,3060288387,0.0,-1,1,-1,-1,-1,0,83596700000.0,72780000000.0,86.406,2.083,82.38,1,0.0963,92.9,39.89116,48.00323,6.53448,97.1,-157.54,78.32,-1043000000.0,-620200000.0,1054000000.0,0.0039700000000000004,737075845,737075845,3060288387,1848578,180,-1,737076252,737076023,3.3856300000000004,77417000000,78234000000,68694000000,59698000000,41979000000,2.59008,1.94,0.003,0.8590899999999999,0.8461,-1.9441599999999999,-1.8288900000000001,4.600140000000001,0.9001299999999999,0.8581700000000001,-0.80801,-1.16651,4.44937,0.5164,130500000000,33260000000,72780000000.0,113500000000.0,92.9,107.25,0.2703,-16.22,-8.532,-12.71,-7.974,0.0,0.3543,1.0,0.76,105400000000.0,100.01,105.73
7025,1.00035,3060288366,0.0,-1,1,-1,-1,-1,0,92136700000.0,64200000000.0,82.864,6.858,68.22,1,0.5743,69.81,39.34787,47.74664,6.14192,-264.51,19.37,279.03,-14630000000.0,13840000000.0,-11450000000.0,0.04558,762068859,762068859,3060288366,1848557,180,-1,762069176,762069023,8.151060000000001,66240000000,70602000000,55745000000,45114000000,19354000000,5.94142,31.42,0.053329999999999995,0.8361299999999999,0.5132,4.38793,-2.72917,-4.48851,0.6482100000000001,0.29468,3.43658,-3.4371699999999996,-3.7697599999999998,0.7024,79820000000,29850000000,64200000000.0,96500000000.0,69.81,83.81,0.5323,-9.538,-4.534,2.6510000000000002,-4.668,0.0,0.6343,1.0,0.64,95680000000.0,83.81,83.47
242,1.00035,3060299806,0.0,-1,1,3060299811,3060299811,-1,0,2711000000000.0,2711000000000.0,288.553,50.063,222.45,1,0.2763,218.57,49.72339,48.5701,23.68254,44.69,-227.9,284.23,5329000000000.0,11410000000000.0,6157000000000.0,0.060489999999999995,289352129,289352129,3060299806,1859997,180,-1,289355809,289352304,49.2022,2764900000000,3084000000000,2127300000000,1464000000000,673030000000,9.81882,14.82,0.06302,0.6356,0.52489,15.9451,-6.71588,9.241539999999999,0.5383399999999999,0.46337,12.3382,-5.00433,6.738110000000001,0.5722,2744000000000,2054000000000,2712000000000.0,3168000000000.0,221.22,251.9,0.5924,1073.0,1058.0,-191.4,188.0,291.0,0.8893,0.985,0.985,2712000000000.0,221.22,232.42
1520,1.00035,3060299772,0.0,-1,1,3060299811,3060299811,-1,0,359100000000.0,359100000000.0,147.103,10.221,150.02,1,0.5923,131.07,49.887640000000005,48.870309999999996,23.758020000000002,-496.65,75.74,-321.17,-738000000.0,249300000000.0,42890000000.0,0.02817,495486915,495486915,3060299772,1859963,180,-1,495487947,495487092,11.4109,439290000000,426340000000,320840000000,263190000000,142290000000,7.94751,15.76,0.03304,0.73532,0.57982,-5.3123,2.9131299999999998,7.456739999999999,0.7155,0.57211,-3.51402,0.9305399999999999,7.1483300000000005,0.7472,473000000000,161000000000,513600000000.0,552000000000.0,135.02,161.57,0.5864,-124.0,-64.3,-78.39,-44.9,16.62,0.7124,0.853,0.853,513600000000.0,135.02,139.83
7010,1.00035,3060299743,0.0,-1,1,-1,-1,-1,0,64470000000.0,64470000000.0,82.982,14.652,61.74,1,0.5383,64.28,49.6704,48.998090000000005,23.23948,-266.37,-420.06,227.07,9726000000.0,-926700000.0,-717200000.0,0.02169,761229204,761229204,3060299743,1859934,180,-1,761229523,761229324,12.3855,64741000000,72783000000,48794000000,34074000000,14720000000,5.9995199999999995,6.02,0.0224,0.86582,0.64531,4.28592,-2.07837,6.27192,0.89218,0.69743,0.62026,-1.22696,5.47791,0.5539999999999999,64580000000,48390000000,64470000000.0,64470000000.0,64.28,71.53,0.5323,19.55,13.6,2.312,1.771,1.9909999999999999,1.0,1.0,1.0,64470000000.0,64.28,64.28
7417,1.00035,3060299807,0.0,-1,1,3060299806,3060299811,-1,0,60520000000.0,60520000000.0,81.25,9.038,84.43,1,0.3543,72.63,49.75244,48.5578,23.69784,-102.78,-143.32,179.35,-5121000000.0,-5807000000.0,1527000000.0,0.01229,774318955,774318955,3060299807,1859998,180,-1,774320227,774319130,6.22168,89275000000,64741000000,49203000000,35165000000,21535000000,10.4614,9.95,0.02005,0.34519,0.33964,6.90552,-2.96025,3.8089699999999995,0.5564,0.51217,4.40119,-2.27985,2.32995,0.8564,65180000000,33390000000,558400000000.0,733700000000.0,134.99,166.46,0.4984,347.9,196.1,-44.22,-147.7,28.52,0.7004,0.754,0.754,558400000000.0,134.99,157.42
193,1.00035,3060077036,0.0,-1,4,3060076925,3060076925,-1,0,3293000000000.0,3293000000000.0,307.88,34.46,272.77,1,0.9373,253.8,43.36809,12.6333,12.67427,105.7,373.69,55.7,-1640000000000.0,-4491000000000.0,8095000000000.0,0.02727,272315255,272315255,3060077036,1637227,180,-1,272320778,272315430,33.446,3785500000000,3834700000000,2657000000000,1974100000000,1070700000000,6.7042600000000006,45.34,0.03057,0.75563,0.6629,10.1896,14.514000000000001,1.0256,0.78904,0.6462,5.80788,12.1448,1.9559,0.6742,3446000000000,1843000000000,3616000000000.0,4080000000000.0,275.18,301.88,0.3844,1312.0,-631.2,-325.1,-26.45,212.5,0.9374,0.802,0.802,3616000000000.0,275.18,277.52
411,1.00035,3060077074,0.0,-1,1,3060077105,3060077105,-1,0,1506000000000.0,1506000000000.0,237.197,21.61,202.77,1,0.1803,205.64,43.93452,12.4833,12.9917,-140.4,508.52,-447.2,1263000000000.0,-1188000000000.0,446800000000.0,0.022119999999999997,343144230,343144230,3060077074,1637265,180,-1,343146547,343144408,20.6035,1543800000000,1712800000000,1256100000000,979020000000,567540000000,8.809460000000001,15.91,0.02145,0.79065,0.53584,11.9231,8.8183,-1.52149,0.7953399999999999,0.53596,9.29054,7.4272,-0.5927399999999999,0.5888,1750000000000,789600000000,1546000000000.0,1588000000000.0,201.68,214.2,0.3784,-23.85,-40.52,-24.9,46.8,84.54,0.9073,0.961,0.961,1546000000000.0,201.68,200.06
522,1.00035,3060077058,0.0,-1,1,3060077105,3060077105,-1,0,1161000000000.0,1161000000000.0,217.482,30.948,201.71,1,0.6223,169.43,44.230779999999996,12.67801,13.1237,-2.49,-329.43,-137.59,-2053000000000.0,-4206000000000.0,-1970000000000.0,0.06418,368742765,368742765,3060077058,1637249,180,-1,368744270,368742940,31.4427,1309800000000,1248200000000,926410000000,693620000000,311030000000,35.7461,26.54,0.09389,0.54685,0.41513999999999995,11.7033,-10.4084,0.6532600000000001,0.59354,0.5333100000000001,-6.9766,7.69452,-1.00076,0.7968,1245000000000,798400000000,1161000000000.0,1197000000000.0,172.27,188.73,0.6103,-548.5,-277.6,94.88,65.15,74.98,0.9883,0.9520000000000001,0.9520000000000001,1161000000000.0,172.27,171.49
573,1.00035,3060077028,0.0,-1,1,3060077036,3060076925,-1,0,1040000000000.0,1040000000000.0,209.688,11.496,198.48,1,0.2343,197.62,43.35502,12.50613,12.72339,-493.91,216.18,247.66,1502000000000.0,-152300000000.0,-814000000000.0,0.04059,379555186,379555186,3060077028,1637219,180,-1,379557549,379555362,13.0725,1167700000000,1105400000000,947540000000,763130000000,465730000000,6.7272300000000005,24.67,0.038060000000000004,0.67511,0.5536300000000001,10.6807,6.72507,-4.39811,0.70009,0.62926,8.03284,5.705419999999999,-3.65479,0.6246,1403000000000,401300000000,1111000000000.0,1193000000000.0,198.42,215.13,0.3184,-95.38,-149.1,-34.88,-31.15,4.091,0.6884,0.934,0.934,1111000000000.0,198.42,200.41
929,1.00035,3060090453,0.0,-1,1,-1,-1,-1,0,622200000000.0,622200000000.0,176.675,15.279,146.44,1,0.0963,155.68,45.21492,12.75148,13.24921,-446.04,659.71,55.43,-419200000000.0,-411200000000.0,-519600000000.0,0.04532,432734430,432734430,3060090453,1650644,180,-1,432735192,432734608,14.3395,625060000000,698660000000,531690000000,420480000000,228570000000,5.827719999999999,7.08,0.04097,0.8608100000000001,0.73424,8.0797,0.83286,-6.20918,0.8616,0.73025,-5.75769,1.02281,5.86871,0.5392,731800000000,313100000000,622200000000.0,622200000000.0,155.68,163.69,0.4023,23.85,19.16,11.17,18.2,7.325,1.0,1.0,1.0,622200000000.0,155.68,155.68
2527,1.00035,3060077059,0.0,-1,1,3060077058,3060077105,-1,0,208900000000.0,208900000000.0,122.803,8.929,114.71,1,0.4683,109.84,44.39932,12.614410000000001,13.1315,-153.76,-423.34,24.99,-72750000000.0,110600000000.0,23570000000.0,0.04274,565444714,565444714,3060077059,1637250,180,-1,565445331,565444886,9.37989,246700000000,230340000000,182370000000,145570000000,85186000000,6.2089,5.96,0.04332,0.81418,0.7145199999999999,3.59156,6.48183,2.09194,0.7051,0.65485,2.99631,5.62459,1.68613,0.65,259200000000,96230000000,226100000000.0,234800000000.0,110.06,121.24,0.4083,-112.1,-81.71,-10.17,-2.687,0.0,0.5223,0.88,0.88,226100000000.0,110.06,116.14
5630,1.00035,3060090419,0.0,-1,1,-1,-1,-1,0,86913300000.0,83000000000.0,90.275,6.118,72.82,1,0.2943,83.76,44.25892,12.060780000000001,13.29599,-322.9,517.06,-341.6,-26440000000.0,-10830000000.0,-20790000000.0,0.06138,712158343,712158343,3060090419,1650610,180,-1,712158737,712158504,5.9726,83141000000,97043000000,69920000000,54519000000,32302000000,2.7740400000000003,5.27,0.05301,0.84552,0.69175,4.32942,1.9342400000000002,-4.12355,0.8232799999999999,0.75032,-2.48737,-2.8322599999999998,3.3169199999999996,0.5042,101400000000,35030000000,83000000000.0,87230000000.0,83.76,94.28,0.2944,12.88,10.9,-0.8181,-0.764,2.336,0.7423,1.0,1.0,83000000000.0,83.76,87.63
5694,1.00035,3060090418,0.0,-1,1,-1,-1,-1,0,82050000000.0,82050000000.0,89.928,6.545,71.73,1,0.1383,80.67,44.39488,11.86743,13.18738,-333.82,717.7,1.34,461000000.0,6773000000.0,14710000000.0,0.02822,714303603,714303603,3060090418,1650609,180,-1,714303931,714303775,6.7877,82869000000,89956000000,70329000000,57245000000,29713000000,2.42873,3.36,0.02478,0.63345,0.5721,-5.4789900000000005,5.89398,0.51599,0.6521399999999999,0.56233,-4.3676900000000005,4.82734,0.70326,0.5056,101000000000,34890000000,82050000000.0,82050000000.0,80.67,96.21,0.4083,6.438,0.0,1.157,1.6059999999999999,2.548,0.9883,1.0,1.0,82050000000.0,80.67,77.77
6131,1.00035,3060077112,0.0,-1,1,-1,-1,-1,0,89320000000.0,75370000000.0,87.418,4.991,72.59,1,0.5443,79.09,44.637209999999996,12.56167,12.33836,-437.01,231.31,212.42,-10030000000.0,-17970000000.0,3546000000.0,0.04315,730348022,730348022,3060077112,1637303,180,-1,730348574,730348195,6.37691,75781000000,80552000000,66922000000,55609000000,30939000000,4.57107,1.43,0.0368,0.8432299999999999,0.6067100000000001,5.8773,-2.1743,0.7498100000000001,0.77561,0.58886,4.08507,-2.6390700000000002,1.9225900000000002,0.5098,100900000000,27800000000,75370000000.0,89550000000.0,79.09,90.68,0.5383,-6.6770000000000005,-1.506,0.4732,0.2216,0.0,0.6163,1.0,1.0,75370000000.0,79.09,82.25
6164,1.00035,3060077057,0.0,-1,1,3060077059,3060077105,-1,0,74960000000.0,74960000000.0,87.26,1.834,94.86,1,0.1323,95.88,44.28763,12.58788,13.121070000000001,182.56,-374.66,-126.0,-3721000000.0,-901600000.0,14000000000.0,0.02866,731395469,731395469,3060077057,1637248,180,-1,731395818,731395642,3.1822,91319000000,81506000000,69920000000,62697000000,43751000000,7.363460000000001,12.63,0.0258,0.82358,0.65855,0.6739,5.27844,2.57324,0.8549100000000001,0.6633100000000001,0.0046700000000000005,4.35998,2.8437900000000003,0.6682,139800000000,35030000000,101500000000.0,102800000000.0,95.82,109.21,0.3244,-84.65,-74.9,-13.43,-6.224,0.6974,0.8803,0.853,0.853,101500000000.0,95.82,92.26
6971,1.00035,3060080210,0.0,-1,1,-1,-1,-1,0,65423300000.0,65010000000.0,83.215,5.172,68.73,1,0.3363,76.13,45.067409999999995,13.15429,12.93572,-370.29,471.18,-137.66,8128000000.0,-9974000000.0,1743000000.0,0.03298,759479452,759479452,3060080210,1640401,180,-1,759479721,759479622,5.811780000000001,69375000000,71692000000,55337000000,42525000000,26305000000,3.53736,6.56,0.029269999999999997,0.80281,0.79378,2.1656,3.81504,3.86179,0.82237,0.73029,1.84222,2.26138,3.89428,0.5284,79830000000,26310000000,65010000000.0,65560000000.0,76.13,80.04,0.3303,3.1,-3.4019999999999997,1.088,2.716,3.0269999999999997,0.9853,1.0,1.0,65010000000.0,76.13,74.94
7223,1.00035,3060077101,0.0,-1,1,3060077105,3060077105,-1,0,62290000000.0,62290000000.0,82.035,3.803,73.99,1,0.9223,79.54,44.53349,12.19506,13.0172,-203.55,268.6,567.79,-9046000000.0,4466000000.0,-4130000000.0,0.0295,768320806,768320806,3060077101,1637292,180,-1,768321033,768320978,4.60496,65695000000,66104000000,54655000000,45114000000,28486000000,2.9022200000000002,5.46,0.026389999999999997,0.7522800000000001,0.5936600000000001,1.45882,-0.21014000000000002,6.35527,0.75011,0.61955,1.00443,-0.38878,5.29232,0.5752,86810000000,22760000000,62970000000.0,63790000000.0,74.82,84.37,0.3543,-3.1,-6.468,0.4791,0.9869,1.276,0.9704,0.946,0.925,62020000000.0,77.39,77.09
9719,1.00035,3060077012,0.0,-1,1,3060076925,3060076925,-1,0,44430000000.0,44430000000.0,73.299,5.86,61.44,1,0.5323,64.83,43.43976,12.30932,12.980889999999999,-133.9,792.99,55.34,-6966000000.0,-9707000000.0,1015000000.0,0.054479999999999994,843237822,843237822,3060077012,1637203,180,-1,843238256,843237985,5.860469999999999,48522000000,49067000000,37754000000,28622000000,16219000000,8.974160000000001,5.28,0.050980000000000004,0.62733,0.4777,-3.62345,-1.62791,4.8234,0.7277399999999999,0.44861999999999996,-2.88176,-1.27486,3.6238699999999997,0.5624,53690000000,20990000000,56970000000.0,78510000000.0,65.66,75.94,0.5864,-9.777000000000001,-2.266,-5.71,-6.9879999999999995,6.638999999999999,0.7663,0.8590000000000001,0.8590000000000001,56970000000.0,65.66,72.67
707,1.00035,3058477637,0.0,-1,2,3058477640,3058477640,-1,0,819600000000.0,819600000000.0,193.668,6.168,196.04,1,0.7003,207.89,27.18464,19.51096,38.08747,-33.14,161.63,-300.89,374000000000.0,428600000000.0,-137200000000.0,0.024919999999999998,403645717,403645717,3058477637,37828,180,-1,403651280,403645895,7.6295,843000000000,819550000000,803880000000,694300000000,480170000000,3.8742400000000004,11.61,0.01932,0.8954799999999999,0.5454100000000001,0.0076,10.1267,-2.15115,0.85555,0.5562199999999999,-1.16798,8.74944,-2.4978,0.5602,1512000000000,386300000000,4604000000000.0,4835000000000.0,280.54,323.89,0.6463,-784.5,-893.2,-1906.0,-745.6,456.4,0.9494,0.877,0.877,4604000000000.0,280.54,308.3
3377,1.00035,3058477596,0.0,-1,1,3058477640,3058477640,-1,0,148800000000.0,148800000000.0,109.674,4.598,104.46,1,0.4383,110.4,27.118579999999998,19.60285,37.91272,235.02,155.15,262.26,8543000000.0,14060000000.0,-9105000000.0,0.01253,614390431,614390431,3058477596,37787,180,-1,614390766,614390609,5.383290000000001,164240000000,156880000000,133430000000,112720000000,75236000000,1.38727,6.65,0.01066,0.8851399999999999,0.7460100000000001,-3.6504300000000005,3.25996,-4.20236,0.8615700000000001,0.73975,-3.3904900000000002,4.3674,-0.65882,0.5756,225200000000,59020000000,151300000000.0,152700000000.0,108.74,125.27,0.4264,45.31,18.09,-0.1488,1.121,1.383,0.9284,0.961,0.961,151300000000.0,108.74,110.02
4939,1.00035,3058477631,0.0,-1,1,3058477637,3058477640,-1,0,96770000000.0,96770000000.0,95.013,1.533,104.48,1,0.2643,107.87,27.20438,19.6431,37.996320000000004,-49.07,-383.3,-118.2,-8170000000.0,-15130000000.0,3693000000.0,0.0255,684607320,684607320,3058477631,37822,180,-1,684608066,684607496,3.1156200000000003,133160000000,102770000000,90229000000,81506000000,64060000000,1.42838,6.21,0.02043,0.7926,0.72943,-0.31895999999999997,4.66147,-3.89134,0.9186700000000001,0.81714,0.9043,-3.33115,3.7655,0.6158,200100000000,49200000000,290500000000.0,290600000000.0,139.9,161.26,0.2703,0.0,-13.6,-23.24,-47.97,2.065,0.7304,0.748,0.748,290500000000.0,139.9,139.0
6171,1.00035,3058477635,0.0,-1,1,3058477640,3058477640,-1,0,74830000000.0,74830000000.0,87.207,1.31,87.93,1,0.2283,99.91,27.074070000000003,19.783920000000002,37.97011,169.24,261.07,-47.71,-2163000000.0,4369000000.0,2528000000.0,0.013630000000000001,731701494,731701494,3058477635,37826,180,-1,731702093,731701667,2.7776099999999997,79189000000,77144000000,66513000000,62151000000,47704000000,1.8140599999999998,4.14,0.00979,0.8520399999999999,0.8203,2.83866,-0.55481,3.6982199999999996,0.88861,0.86619,2.00147,-0.00303,3.64581,0.519,154900000000,37620000000,153200000000.0,171500000000.0,119.08,126.5,0.2344,6.6770000000000005,-30.67,-31.6,-18.84,3.292,0.8474,0.79,0.79,153200000000.0,119.08,124.54
6622,1.00035,3058477638,0.0,-1,1,3058477637,3058477640,-1,0,68970000000.0,68970000000.0,84.868,2.476,108.53,1,0.2283,90.12,27.25025,19.65155,38.16166,14.47,20.98,-256.1,3525000000.0,3706000000.0,-5693000000.0,0.0007099999999999999,747603398,747603398,3058477638,37829,180,-1,747603917,747603568,3.4661800000000005,103990000000,75236000000,59971000000,48385000000,35574000000,4.85966,16.27,0.01564,0.6401,0.53598,0.20931,4.530390000000001,4.1997,0.76239,0.65403,0.061110000000000005,3.7597300000000002,2.87129,0.9994,115900000000,29850000000,593400000000.0,642900000000.0,162.18,191.19,0.3483,-688.9,-510.7,-37.18,-120.0,27.9,0.7964,0.76,0.76,593400000000.0,162.18,167.17
8837,1.00035,3058480213,0.0,-1,1,-1,-1,-1,0,49480000000.0,49480000000.0,75.974,34.924,60.22,1,0.9643,56.16,26.61133,20.076829999999998,38.64861,114.39,-4.36,-498.28,-16440000000.0,-43370000000.0,-9987000000.0,0.12614,818198462,818198462,3058480213,40404,180,-1,818198667,818198624,15.2744,50702000000,69648000000,28077000000,21671000000,10222000000,15.828,25.76,0.16862,0.48483999999999994,0.31822,7.53998,-1.09365,4.12863,0.53072,0.5001800000000001,-2.96141,-0.34031,3.6446400000000003,0.7034,57640000000,76870000000,49480000000.0,49480000000.0,56.16,69.7,0.4444,0.0,13.33,9.919,5.876,4.7010000000000005,0.9973,1.0,1.0,49480000000.0,56.16,55.58
9763,1.00035,3058477591,0.0,-1,1,3058477640,3058477640,-1,0,44160000000.0,44160000000.0,73.149,4.946,64.99,1,0.1503,70.7,27.00478,19.52833,38.004540000000006,104.42,526.38,140.68,3589000000.0,-1357000000.0,-1097000000.0,0.01885,844644723,844644723,3058477591,37782,180,-1,844644913,844644893,4.15303,47159000000,46477000000,38299000000,31076000000,17855000000,3.4065300000000005,5.07,0.01714,0.80489,0.66125,3.89715,1.30151,3.50098,0.8325799999999999,0.61733,2.10228,0.48431,3.80306,0.5744,57840000000,19350000000,46480000000.0,47430000000.0,67.78,77.6,0.3903,-9.777000000000001,-9.124,-1.087,-0.5109,0.9565,0.9013,0.958,0.958,46480000000.0,67.78,67.54
739,1.00035,3060077542,0.0,-1,1,3060077543,3060077543,-1,0,778800000000.0,778800000000.0,190.404,31.955,205.72,1,0.2343,163.09,38.157140000000005,10.54936,11.1571,-104.29,210.74,-388.56,547200000000.0,-470000000000.0,359100000000.0,0.00586,408923390,408923390,3060077542,1637733,180,-1,408925178,408923567,17.4111,959260000000,856350000000,653950000000,473770000000,209490000000,24.0182,16.21,0.028960000000000003,0.43128999999999995,0.31093000000000004,2.57249,5.953130000000001,13.635,0.40408,0.2987,1.70518,4.61396,10.6223,0.9834,848600000000,613500000000,1190000000000.0,1373000000000.0,210.4,231.24,0.3244,-8852.0,-1700.0,241.9,32.62,0.0,0.6223,0.556,0.556,1190000000000.0,210.4,220.19
