,#scale(0),id(1),desc_scale(2),desc_id(3),num_prog(4),pid(5),upid(6),desc_pid(7),phantom(8),sam_mvir(9),mvir(10),rvir(11),rs(12),vrms(13),mmp?(14),scale_of_last_MM(15),vmax(16),x(17),y(18),z(19),vx(20),vy(21),vz(22),Jx(23),Jy(24),Jz(25),Spin(26),Breadth_first_ID(27),Depth_first_ID(28),Tree_root_ID(29),Orig_halo_ID(30),Snap_num(31),Next_coprogenitor_depthfirst_ID(32),Last_progenitor_depthfirst_ID(33),Last_mainleaf_depthfirst_ID(34),Rs_Klypin(35),Mvir_all(36),M200b(37),M200c(38),M500c(39),M2500c(40),Xoff(41),Voff(42),Spin_Bullock(43),b_to_a(44),c_to_a(45),A[x](46),A[y](47),A[z](48),b_to_a(500c)(49),c_to_a(500c)(50),A[x](500c)(51),A[y](500c)(52),A[z](500c)(53),T/|U|(54),M_pe_Behroozi(55),M_pe_Diemer(56),Macc(57),Mpeak(58),Vacc(59),Vpeak(60),Halfmass_Scale(61),Acc_Rate_Inst(62),Acc_Rate_100Myr(63),Acc_Rate_1*Tdyn(64),Acc_Rate_2*Tdyn(65),Acc_Rate_Mpeak(66),Mpeak_Scale(67),Acc_Scale(68),First_Acc_Scale(69),First_Acc_Mvir(70),First_Acc_Vmax(71),Vmax@Mpeak(72)
169,1.00035,3060299135,0.0,-1,1,3060299107,3060299107,-1,0,3676000000000.0,3676000000000.0,319.394,18.394,308.22,1,0.4563,292.67,35.597840000000005,42.90106,17.79433,-752.43,1095.33,292.66,-4415000000000.0,3666000000000.0,-7433000000000.0,0.02721,263099355,263099355,3060299135,1859326,180,-1,263105764,263099524,22.1681,4082200000000,3843800000000,3467700000000,2986300000000,1636800000000,4.47915,8.91,0.02541,0.8803700000000001,0.56111,12.8914,-5.03005,-8.47434,0.7196899999999999,0.48111000000000004,11.8329,0.16866,-8.91479,0.6254,5284000000000,1459000000000,3990000000000.0,4501000000000.0,292.35,340.45,0.4503,-1073.0,-1002.0,-203.4,-110.0,0.0,0.5163,0.9129999999999999,0.9129999999999999,3990000000000.0,292.35,317.12
1084,1.00035,3060299443,0.0,-1,1,3060299107,3060299107,-1,0,518500000000.0,518500000000.0,166.255,15.357,144.85,1,0.7183,141.0,35.88582,42.61403,18.09596,-143.12,-205.74,-1278.44,-635300000000.0,-439600000000.0,-539100000000.0,0.05579,452920535,452920535,3060299443,1859634,180,-1,452921267,452920707,15.8767,547100000000,568090000000,451140000000,374410000000,157150000000,17.534000000000002,59.59,0.06671,0.43926000000000004,0.40266,-5.82881,-0.17694000000000001,13.1718,0.35641999999999996,0.32493,-4.98435,0.22165,11.4915,0.7276,661700000000,282300000000,563500000000.0,682200000000.0,131.57,147.66,0.6764,-47.69,-51.01,-59.53,10.5,74.82,0.8174,0.937,0.937,563500000000.0,131.57,140.08
2654,1.00035,3060298855,0.0,-1,1,3060299135,3060299107,-1,0,196300000000.0,196300000000.0,120.268,1.934,118.19,1,0.1623,128.55,35.510220000000004,42.899440000000006,18.020979999999998,471.81,977.4,-514.55,-5117000000.0,-36350000000.0,43170000000.0,0.02804,574096345,574096345,3060298855,1859046,180,-1,574097862,574096522,4.80622,204310000000,200630000000,188500000000,173910000000,128800000000,2.133,6.84,0.02026,0.9693799999999999,0.92966,-2.2391400000000004,-2.78117,5.19153,0.9658399999999999,0.9492,-0.32092,-0.03141,5.8703199999999995,0.5102,385000000000,90090000000,202500000000.0,669100000000.0,130.07,189.33,0.2763,-28.62,-17.76,-2.7910000000000004,-16.11,0.0,0.4803,0.9279999999999999,0.586,635700000000.0,168.24,173.64
2657,1.00035,3060298994,0.0,-1,1,3060299107,3060299107,-1,0,196100000000.0,196100000000.0,120.24,1.277,131.76,1,0.0963,143.02,35.2747,43.38928,17.8187,1096.25,-247.61,323.25,-1937000000.0,38280000000.0,11840000000.0,0.02078,574206462,574206462,3060298994,1859185,180,-1,574208355,574206640,3.40136,217260000000,199680000000,189040000000,179500000000,147060000000,0.79022,8.55,0.01436,0.86866,0.7522399999999999,6.15271,-0.45286000000000004,-0.69299,0.92514,0.79264,5.60078,-0.03155,-1.1452799999999999,0.5422,462100000000,110400000000,215900000000.0,1127000000000.0,139.6,238.57,0.4743,-42.92,-41.53,-10.47,-70.35,0.0,0.5804,0.895,0.64,1002000000000.0,194.2,192.08
2710,1.00035,3060299054,0.0,-1,1,3060299107,3060299107,-1,0,191200000000.0,191200000000.0,119.229,3.01,110.17,1,0.1863,116.69,35.25866,43.24642,17.08967,775.85,196.43,426.16,127800000000.0,6451000000.0,-30120000000.0,0.06117,577739235,577739235,3060299054,1859245,180,-1,577740999,577739412,6.46769,199950000000,198040000000,181000000000,160830000000,100450000000,1.7701099999999999,6.4,0.049089999999999995,0.9179999999999999,0.85736,2.36991,3.4841,6.65238,0.9271299999999999,0.87435,-0.61251,5.48462,4.481990000000001,0.532,311600000000,73330000000,196700000000.0,755100000000.0,116.25,196.4,0.3184,-14.31,-7.526,-4.335,-16.16,0.0,0.4023,0.946,0.58,596600000000.0,160.8,190.65
2716,1.00035,3060299688,0.0,-1,1,3060299107,3060299107,-1,0,190800000000.0,190800000000.0,119.144,3.938,116.45,1,0.1863,130.19,35.962990000000005,42.96647,18.43773,229.88,73.45,280.97,69540000000.0,42080000000.0,-41070000000.0,0.04172,578088463,578088463,3060299688,1859879,180,-1,578090685,578088640,4.4243,265510000000,208130000000,160290000000,125530000000,97452000000,2.07072,6.01,0.03412,0.74924,0.6006,2.25422,-3.2307,5.27784,0.9064200000000001,0.76766,-2.1709400000000003,3.40809,-2.6427400000000003,0.562,327400000000,82730000000,339900000000.0,984600000000.0,155.96,221.92,0.2944,83.46,-15.71,-67.24,-51.34,0.0,0.3423,0.8109999999999999,0.556,919000000000.0,189.29,221.2
2980,1.00035,3060298891,0.0,-1,1,3060299107,3060299107,-1,0,171600000000.0,171600000000.0,115.001,7.909,99.06,1,0.5923,97.35,35.03138,43.19941,17.5777,843.67,1022.39,15.62,44250000000.0,-95910000000.0,63350000000.0,0.05637,593202367,593202367,3060298891,1859082,180,-1,593202773,593202539,11.0713,178410000000,182500000000,153610000000,125530000000,60243000000,10.2053,17.86,0.05508,0.66825,0.5539999999999999,4.31255,7.002839999999999,2.5924400000000003,0.70655,0.5898100000000001,3.34389,5.5959,2.30309,0.601,217100000000,68690000000,175700000000.0,224900000000.0,102.31,117.49,0.5564,-28.62,-8.0,-10.87,-12.96,0.8182,0.7483,0.9520000000000001,0.9520000000000001,175700000000.0,102.31,97.54
3181,1.00035,3060298811,0.0,-1,1,3060299107,3060299107,-1,0,160300000000.0,160300000000.0,112.417,2.674,130.89,1,0.1443,117.94,35.37808,43.53051,17.59066,-73.16,1126.56,-739.42,21530000000.0,-74960000000.0,-90290000000.0,0.06195,603292383,603292383,3060298811,1859002,180,-1,603293335,603292558,4.783119999999999,215760000000,160970000000,155510000000,142840000000,95680000000,1.65547,10.22,0.05977999999999999,0.7429899999999999,0.6148399999999999,5.02717,3.5125699999999997,-2.51682,0.86815,0.72815,4.7939099999999994,0.93886,-2.5452,0.723,285800000000,71280000000,202100000000.0,246600000000.0,119.4,129.81,0.2944,-7.154,-9.0,-22.63,-13.67,0.0,0.5043,0.8740000000000001,0.8740000000000001,202100000000.0,119.4,121.1
3601,1.00035,3060299479,0.0,-1,1,3060299107,3060299107,-1,0,138500000000.0,138500000000.0,107.068,3.186,97.49,1,0.2283,107.61,36.385040000000004,42.54037,17.89578,-884.6,329.38,-201.28,19960000000.0,-4941000000.0,-37540000000.0,0.03476,625506569,625506569,3060299479,1859670,180,-1,625507011,625506747,5.2842199999999995,140520000000,142700000000,128390000000,112720000000,76463000000,1.90867,8.88,0.027360000000000002,0.96583,0.8377899999999999,-3.6547400000000003,5.03884,0.69801,0.9485100000000001,0.81316,3.40277,4.48154,0.23146999999999998,0.5174,228900000000,56560000000,138300000000.0,151400000000.0,108.89,116.29,0.2823,4.769,3.0,1.147,0.6542,0.0,0.4743,0.982,0.982,138300000000.0,108.89,111.13
3676,1.00035,3060299442,0.0,-1,1,3060299443,3060299107,-1,0,135500000000.0,135500000000.0,106.289,4.758,95.55,1,0.2463,97.78,35.90927,42.61193,18.049,-220.87,-267.1,-1139.5,-18140000000.0,-695800000.0,-25890000000.0,0.02286,628969544,628969544,3060299442,1859633,180,-1,628970313,628969717,7.26635,143110000000,140660000000,124170000000,102360000000,58608000000,4.57331,4.1,0.02097,0.65772,0.5918,-1.8411400000000002,-3.21862,8.54509,0.65015,0.54484,-0.47526,-3.4617199999999997,7.03935,0.584,183300000000,45660000000,224700000000.0,260700000000.0,108.72,120.12,0.4324,100.2,147.6,-6.776,-28.06,0.4675,0.7363,0.7120000000000001,0.7120000000000001,224700000000.0,108.72,109.41
3831,1.00035,3060299498,0.0,-1,1,3060299107,3060299107,-1,0,129500000000.0,129500000000.0,104.697,1.147,112.65,1,0.2223,126.34,36.249359999999996,43.87611,18.20935,-494.62,-532.75,-141.18,19700000000.0,7473000000.0,5675000000.0,0.02345,636249316,636249316,3060299498,1859689,180,-1,636250022,636249491,2.83146,138210000000,133710000000,124030000000,116130000000,91728000000,0.8682,9.24,0.0156,0.9070299999999999,0.86236,0.85825,4.0201400000000005,2.20548,0.91591,0.88287,-0.96985,3.5142599999999997,2.3664400000000003,0.5154,292900000000,70060000000,130400000000.0,294800000000.0,122.64,159.25,0.2883,-19.08,-9.763,-0.2502,-18.28,0.0,0.5924,0.9640000000000001,0.61,294100000000.0,144.2,139.7
4018,1.00035,3060298775,0.0,-1,1,3060299107,3060299107,-1,0,122700000000.0,122700000000.0,102.827,1.905,102.03,1,0.1923,111.3,35.25723,43.44243,17.927210000000002,865.99,-399.97,-805.33,17130000000.0,-21910000000.0,1816000000.0,0.028739999999999998,644930677,644930677,3060298775,1858966,180,-1,644931720,644930851,3.93989,135480000000,127980000000,116940000000,105770000000,76463000000,0.65218,4.91,0.02181,0.92496,0.73373,4.58402,-1.9704099999999998,-3.36975,0.9806799999999999,0.7663300000000001,3.93749,-1.38978,-3.42105,0.5394,232300000000,56560000000,131500000000.0,395900000000.0,111.62,148.32,0.2944,-19.08,-13.91,-6.23,-14.01,0.0,0.4864,0.9279999999999999,0.58,385400000000.0,140.27,146.51
4732,1.00035,3060298677,0.0,-1,1,3060299107,3060299107,-1,0,101800000000.0,101800000000.0,96.635,0.771,107.17,1,0.5323,118.12,35.95848,42.7957,17.645329999999998,-231.71,1194.93,261.59,15270000000.0,-3328000000.0,206100000.0,0.025769999999999998,675902587,675902587,3060298677,1858868,180,-1,675903002,675902761,2.51194,105900000000,102220000000,100720000000,96771000000,78371000000,2.4709,5.4,0.01668,0.9735,0.86846,-2.82156,3.60989,-1.21953,0.96319,0.8395,1.26147,-2.6068599999999997,3.61415,0.515,248600000000,59020000000,106700000000.0,215400000000.0,120.81,137.28,0.2223,-7.154,-4.763,-2.94,-5.9,0.0,0.4023,0.922,0.568,213700000000.0,135.51,133.82
5784,1.00035,3060299424,0.0,-1,1,3060299107,3060299107,-1,0,80550000000.0,80550000000.0,89.377,6.151,84.98,1,0.6043,81.22,36.33372,42.71515,17.787,979.57,314.93,-218.89,12870000000.0,19400000000.0,38160000000.0,0.06405,717696104,717696104,3060299424,1859615,180,-1,717696547,717696277,6.40995,99224000000,94181000000,68830000000,54791000000,29713000000,4.8875,10.02,0.0705,0.73446,0.65373,-2.54814,5.57097,-2.08755,0.73692,0.63546,-3.30548,3.72908,-1.65431,0.6938,99270000000,33390000000,87780000000.0,121600000000.0,84.0,92.69,0.4444,-136.6,-95.52,-11.33,-2.095,0.0,0.6343,0.838,0.838,87780000000.0,84.0,88.29
6539,1.00035,3060299586,0.0,-1,1,3060299107,3060299107,-1,0,69920000000.0,69920000000.0,85.258,0.578,93.12,1,0.2103,109.87,36.54204,43.127159999999996,17.4957,-402.71,-16.05,-140.05,8491000000.0,-3414000000.0,1328000000.0,0.029439999999999997,744929492,744929492,3060299586,1859777,180,-1,744930429,744929666,1.8862,72510000000,72101000000,67467000000,64741000000,53156000000,1.20386,3.18,0.01847,0.93655,0.81042,3.8488599999999997,2.3652599999999997,-1.2767600000000001,0.96215,0.82481,3.4057199999999996,2.48674,-1.48984,0.4914,183800000000,43070000000,128700000000.0,789800000000.0,128.2,187.83,0.2703,-6.438,-5.294,-14.54,-14.27,0.0,0.5444,0.718,0.5379999999999999,784900000000.0,182.55,180.71
6683,1.00035,3060298989,0.0,-1,1,3060299107,3060299107,-1,0,68290000000.0,68290000000.0,84.588,0.19,106.6,1,0.3723,123.76,35.4588,43.54368,18.2486,440.15,-238.0,-194.06,-192100000.0,3597000000.0,1388000000.0,0.01486,749614114,749614114,3060298989,1859180,180,-1,749615135,749614292,1.28977,73464000000,68557000000,67331000000,64877000000,59698000000,0.60218,5.34,0.008020000000000001,0.98006,0.9279799999999999,3.02148,1.46914,-1.01215,0.9486,0.91812,2.54527,2.30205,0.24254,0.488,256400000000,52070000000,411200000000.0,578200000000.0,168.78,198.35,0.2643,6.6770000000000005,-4.8660000000000005,-5.435,-7.5,0.0,0.3064,0.324,0.324,411200000000.0,168.78,194.98
6782,1.00035,3060299121,0.0,-1,1,3060299107,3060299107,-1,0,67060000000.0,67060000000.0,84.078,1.432,107.14,1,0.1203,99.31,35.50057,43.56218,17.52535,-365.81,1111.85,207.37,25470000000.0,6076000000.0,-11220000000.0,0.06692000000000001,753295970,753295970,3060299121,1859312,180,-1,753296463,753296144,2.43146,115850000000,67467000000,66104000000,64196000000,48249000000,1.8680700000000001,4.21,0.06097999999999999,0.8514,0.6867800000000001,1.75815,-1.6487900000000002,4.70222,0.81748,0.70858,1.8490099999999998,-2.41859,4.07228,0.7344,150300000000,36660000000,80280000000.0,199800000000.0,99.94,135.28,0.2344,-25.99,-23.26,-6.794,-4.427,0.0,0.5163,0.865,0.532,193700000000.0,124.93,127.85
7144,1.00035,3060299564,0.0,-1,1,3060299107,3060299107,-1,0,63110000000.0,63110000000.0,82.393,4.391,74.9,1,0.7423,74.09,36.535140000000006,42.9603,17.5876,235.31,-813.83,-554.94,-16850000000.0,2075000000.0,-9282000000.0,0.04602,765604925,765604925,3060299564,1859755,180,-1,765605538,765605097,6.15906,71556000000,66922000000,56018000000,44569000000,25488000000,3.6617599999999997,7.39,0.04584,0.83511,0.78875,6.0715,-1.43459,2.46728,0.85905,0.70685,4.095219999999999,-2.82694,2.69061,0.6268,85560000000,20990000000,95540000000.0,118400000000.0,79.09,95.17,0.3724,6.6770000000000005,-7.497999999999999,-13.18,-11.21,5.25,0.7543,0.8320000000000001,0.8320000000000001,95540000000.0,79.09,85.39
7662,1.00035,3060298602,0.0,-1,1,3060299107,3060299107,-1,0,58330000000.0,58330000000.0,80.262,3.116,73.8,1,0.1803,83.56,35.390029999999996,42.92908,18.06269,-745.51,895.03,-321.7,-5297000000.0,183500000.0,-6116000000.0,0.028380000000000002,782082343,782082343,3060298602,1858793,180,-1,782082529,782082521,3.5055699999999996,61334000000,59971000000,54655000000,50294000000,32030000000,2.5098599999999998,6.23,0.02186,0.8036300000000001,0.77987,3.59629,3.17022,-2.2829,0.77115,0.70355,3.71204,2.84364,-1.5543,0.5108,97700000000,24530000000,62420000000.0,78100000000.0,85.02,100.09,0.2163,-9.777000000000001,-6.9,-3.47,-2.8110000000000004,0.0,0.5804,0.904,0.6759999999999999,73190000000.0,90.74,93.02
7663,1.00035,3060299464,0.0,-1,1,3060299107,3060299107,-1,0,58330000000.0,58330000000.0,80.262,2.506,74.49,1,0.4443,81.14,36.05245,43.91936,17.798289999999998,-515.9,-857.22,-660.52,-3600000000.0,-8642000000.0,-10290000000.0,0.0466,782082530,782082530,3060299464,1859655,180,-1,782082870,782082704,3.88111,59971000000,63923000000,52883000000,46341000000,31076000000,4.29385,11.04,0.03757,0.90256,0.86598,0.9814799999999999,4.24545,1.5390700000000002,0.91765,0.85164,0.3038,3.89509,1.31566,0.541,92350000000,23310000000,60790000000.0,74690000000.0,81.04,92.58,0.3184,-3.338,-2.536,-7.886,0.2641,0.0,0.4803,0.958,0.958,60790000000.0,81.04,86.51
8175,1.00035,3060299309,0.0,-1,1,3060299107,3060299107,-1,0,54250000000.0,54250000000.0,78.341,1.942,84.74,1,0.4743,93.65,36.01681,43.03522,17.141,411.25,-164.26,-251.21,-1906000000.0,4168000000.0,-3995000000.0,0.02409,797688807,797688807,3060299309,1859500,180,-1,797689377,797688985,2.18152,70874000000,55609000000,48249000000,42388000000,34211000000,3.8163099999999996,4.84,0.01853,0.7459899999999999,0.66405,-2.7065599999999996,1.90651,3.67723,0.8841200000000001,0.81522,2.8959,-1.26595,-2.36403,0.5820000000000001,127000000000,29440000000,166000000000.0,399600000000.0,127.57,186.44,0.2344,-19.32,-22.6,-13.99,-19.45,0.0,0.3124,0.622,0.39,384800000000.0,166.12,178.42
8282,1.00035,3060298767,0.0,-1,1,3060299107,3060299107,-1,0,53430000000.0,53430000000.0,77.945,2.098,72.95,1,0.2103,79.57,35.26897,43.7506,17.51259,797.47,-772.62,-762.42,-5678000000.0,7861000000.0,-57310000.0,0.03753,801003134,801003134,3060298767,1858958,180,-1,801003392,801003302,3.6429,56018000000,55473000000,50294000000,42388000000,28759000000,2.70975,10.7,0.03032,0.92464,0.89649,-2.65775,3.8877099999999998,0.35843,0.9654200000000001,0.93768,-2.78491,3.00412,0.2734,0.5464,86670000000,20440000000,55060000000.0,55880000000.0,76.98,81.52,0.3184,-19.55,-5.13,-1.0170000000000001,0.5261,0.637,0.9254,0.946,0.946,55060000000.0,76.98,79.51
8497,1.00035,3060299058,0.0,-1,1,3060299107,3060299107,-1,0,51790000000.0,51790000000.0,77.142,1.26,76.77,1,0.5443,92.02,35.34897,43.70065,16.89302,190.88,27.17,728.53,-682500000.0,628800000.0,3235000000.0,0.016569999999999998,807974599,807974599,3060299058,1859249,180,-1,807974877,807974772,2.16273,53156000000,53156000000,50702000000,46886000000,36255000000,1.75709,5.42,0.01108,0.9965700000000001,0.87521,2.69502,-0.060289999999999996,3.7544699999999995,0.93163,0.8225899999999999,0.21064000000000002,4.46991,-0.21635,0.479,118700000000,28350000000,52200000000.0,155500000000.0,87.59,117.51,0.2763,0.0,-1.4,-1.156,0.4159,0.0,0.4623,0.976,0.5379999999999999,117800000000.0,101.12,112.26
9124,1.00035,3060299045,0.0,-1,1,3060299107,3060299107,-1,0,47700000000.0,47700000000.0,75.056,0.457,85.98,1,0.6643,101.53,35.16685,43.50915,17.433729999999997,496.28,-554.05,141.86,-2103000000.0,1247000000.0,-1838000000.0,0.01907,826619221,826619221,3060299045,1859236,180,-1,826620125,826619399,1.43749,55882000000,48522000000,47022000000,44842000000,38708000000,0.97972,8.46,0.01155,0.9,0.81862,-1.6203,3.7333,0.08067,0.88638,0.8341700000000001,-0.35712,3.8188199999999997,0.74832,0.4994,149800000000,32170000000,134700000000.0,454400000000.0,130.49,205.01,0.2044,3.1,2.474,-5.444,-21.31,0.0,0.3423,0.7120000000000001,0.294,337500000000.0,170.84,188.96
9450,1.00035,3060298531,0.0,-1,2,3060299107,3060299107,-1,0,45800000000.0,45800000000.0,74.041,2.933,96.02,1,0.5683,74.74,35.78282,43.06958,17.40355,-407.25,-1352.21,-732.51,-9759000000.0,1306000000.0,-11650000000.0,0.02366,836144967,836144967,3060298531,1858722,180,-1,836145499,836145138,3.5989400000000002,71965000000,46068000000,44297000000,37618000000,24533000000,5.4093800000000005,17.16,0.06166,0.74166,0.5424399999999999,4.22374,3.5468800000000003,-4.746980000000001,0.71723,0.643,-2.44271,-1.02485,5.21475,1.0428,75270000000,17990000000,69100000000.0,70470000000.0,73.43,82.89,0.5564,19.55,14.79,-11.75,-1.1,3.427,0.9284,0.898,0.898,69100000000.0,73.43,71.51
94,1.00035,3060312949,0.0,-1,1,3060312953,3060312953,-1,0,6742000000000.0,6742000000000.0,390.953,23.043,373.69,1,0.5503,365.16,44.70742,49.97404,39.45986,1.54,781.43,-174.99,16790000000000.0,19900000000000.0,604700000000.0,0.02808,213396030,213396030,3060312949,1873140,180,-1,213410562,213396208,25.213,7863800000000,7064800000000,6145500000000,5093100000000,3066000000000,13.843,56.95,0.02565,0.89245,0.6854899999999999,13.8816,-5.56827,5.38507,0.9384100000000001,0.68967,12.1275,-5.22064,1.9423400000000002,0.6142,9157000000000,2813000000000,12210000000000.0,12950000000000.0,409.57,435.29,0.5103,-5747.0,-2797.0,-2815.0,-1302.0,296.1,0.8893,0.802,0.802,12210000000000.0,409.57,406.49
145,1.00035,3060313002,0.0,-1,1,3060312953,3060312953,-1,0,4413000000000.0,4413000000000.0,339.438,59.93,283.13,1,0.4863,262.9,45.722840000000005,49.0573,40.10662,-230.73,-60.34,-943.79,-23710000000000.0,-5408000000000.0,7292000000000.0,0.04274,247851987,247851987,3060313002,1873193,180,-1,247858191,247852165,50.7146,4611100000000,4702800000000,3782200000000,2666800000000,875980000000,37.6561,55.25,0.05068,0.86435,0.55828,-1.40753,11.3589,16.6715,0.50845,0.3347,-2.63564,10.277999999999999,14.1371,0.6756,4848000000000,3644000000000,5070000000000.0,5506000000000.0,277.62,300.3,0.4864,143.1,-349.7,-303.4,9.128,0.0,0.6283,0.91,0.91,5070000000000.0,277.62,300.23
1172,1.00035,3060313193,0.0,-1,1,3060312953,3060312953,-1,0,474900000000.0,474900000000.0,161.456,12.339,140.15,1,0.2643,144.33,44.89437,49.36942,39.07737,718.67,943.05,273.06,-196500000000.0,-82050000000.0,24900000000.0,0.01944,462876505,462876505,3060313193,1873384,180,-1,462877307,462876676,12.3606,487530000000,515070000000,415020000000,330110000000,187950000000,4.87341,7.88,0.017580000000000002,0.79935,0.7013199999999999,-3.43595,5.1748,7.43147,0.76863,0.63764,4.68394,-4.00099,-5.1576900000000006,0.5604,587400000000,225300000000,478000000000.0,484500000000.0,146.16,157.52,0.3064,33.38,-23.62,-0.4503,14.71,16.62,0.9434,0.9790000000000001,0.9790000000000001,478000000000.0,146.16,144.77
1239,1.00035,3060333813,0.0,-1,1,3060312953,3060312953,-1,0,443700000000.0,443700000000.0,157.838,7.869,142.26,1,0.2343,145.1,46.05318,49.9261,40.23729,-404.2,-773.03,-18.12,-29120000000.0,114000000000.0,-46430000000.0,0.013319999999999999,470742464,470742464,3060333813,1894004,180,-1,470743389,470742640,10.8192,453320000000,461770000000,408210000000,349190000000,193680000000,3.98874,6.94,0.011609999999999999,0.8544200000000001,0.6970000000000001,3.96391,5.50531,6.0549,0.8568100000000001,0.64194,2.77283,5.0578,5.48862,0.5624,620400000000,151800000000,443700000000.0,457800000000.0,143.95,159.9,0.3483,0.0,3.278,8.377,10.94,0.0,0.5624,0.9670000000000001,0.9670000000000001,443700000000.0,143.95,145.32
1343,1.00035,3060312379,0.0,-1,1,3060312953,3060312953,-1,0,411500000000.0,411500000000.0,153.927,9.318,133.14,1,0.7423,143.03,44.477920000000005,49.10687,39.9939,844.75,833.28,-461.32,-132300000000.0,233900000000.0,154100000000.0,0.0362,479402778,479402778,3060312379,1872570,180,-1,479403815,479402953,10.1236,414750000000,453050000000,354510000000,292770000000,175550000000,3.68664,15.47,0.03224,0.7290399999999999,0.63468,7.78027,6.151619999999999,2.17782,0.71465,0.56472,6.24296,5.594040000000001,2.44624,0.5552,534400000000,168100000000,416400000000.0,441500000000.0,139.97,160.27,0.3483,114.5,-29.91,-13.56,-2.134,12.92,0.8354,0.982,0.982,416400000000.0,139.97,143.95
1564,1.00035,3060333895,0.0,-1,1,3060313002,3060312953,-1,0,347700000000.0,347700000000.0,145.523,5.078,153.31,1,0.8503,144.83,45.7096,49.125809999999994,40.21072,-384.06,131.8,-890.1,-39370000000.0,-37690000000.0,-109300000000.0,0.0174,499481719,499481719,3060333895,1894086,180,-1,499483245,499481894,7.435010000000001,426060000000,376450000000,316210000000,282540000000,173100000000,8.35316,22.56,0.01683,0.6313300000000001,0.60177,1.91337,0.14005,8.10375,0.63102,0.62232,0.9294399999999999,0.52974,7.13466,0.685,529200000000,138100000000,439800000000.0,677000000000.0,154.28,187.34,0.3724,140.7,-339.7,-42.51,-14.07,0.0,0.6044,0.838,0.544,604600000000.0,168.2,186.03
1674,1.00035,3060312407,0.0,-1,1,3060312949,3060312953,-1,0,324400000000.0,324400000000.0,142.196,1.305,158.2,1,0.3063,169.4,44.7591,49.78375,39.5775,126.71,542.18,1095.44,-35940000000.0,82700000000.0,-2340000000.0,0.01991,508101446,508101446,3060312407,1872598,180,-1,508102926,508101619,4.00275,376180000000,329020000000,316350000000,302720000000,245200000000,1.56118,10.45,0.01396,0.81293,0.60509,3.43744,-0.90031,7.33979,0.8310299999999999,0.61606,3.6839,-1.4316200000000001,6.55775,0.5582,773400000000,184400000000,334700000000.0,888700000000.0,166.13,224.7,0.2944,52.46,20.14,-7.825,-8.808,0.0,0.3244,0.922,0.5379999999999999,775400000000.0,187.99,222.41
2059,1.00035,3060313228,0.0,-1,1,3060313002,3060312953,-1,0,263100000000.0,263100000000.0,132.601,6.844,123.93,1,0.3063,124.11,45.68567,48.89497,40.16032,70.92,209.2,646.07,-124100000000.0,-66840000000.0,-161800000000.0,0.05107,534754066,534754066,3060313228,1873419,180,-1,534754928,534754233,8.48299,291540000000,282130000000,231700000000,193000000000,120900000000,4.21658,10.58,0.04709,0.8023399999999999,0.6520600000000001,-0.59864,0.30862,8.714319999999999,0.66588,0.59683,-0.8453799999999999,-0.22555,7.827780000000001,0.6048,373400000000,96910000000,380000000000.0,382700000000.0,136.35,152.83,0.3543,-81.08,-65.39,-52.89,-27.77,8.863999999999999,0.7783,0.8079999999999999,0.8079999999999999,380000000000.0,136.35,136.83
2469,1.00035,3060313200,0.0,-1,1,3060312953,3060312953,-1,0,213700000000.0,213700000000.0,123.731,3.339,135.86,1,0.5163,143.91,45.1558,49.49497,39.585,288.36,247.32,481.76,-98830000000.0,49320000000.0,75330000000.0,0.0574,562303536,562303536,3060313200,1873391,180,-1,562304932,562303714,3.7558599999999998,257060000000,217260000000,203360000000,186730000000,148560000000,1.82592,6.73,0.04147,0.9101299999999999,0.77666,2.92423,-1.18451,5.23158,0.96851,0.82715,3.96529,-1.13806,3.48621,0.5638,467200000000,113100000000,416400000000.0,1268000000000.0,160.38,217.23,0.4623,-126.4,-71.38,-66.84,-53.0,0.0,0.6044,0.742,0.486,941800000000.0,184.65,204.11
2562,1.00035,3060312923,0.0,-1,1,3060312953,3060312953,-1,0,205300000000.0,205300000000.0,122.078,2.648,148.44,1,0.3243,122.47,45.04698,49.25845,40.01727,-143.65,-451.77,633.59,53710000000.0,-4731000000.0,23370000000.0,0.013730000000000001,567874870,567874870,3060312923,1873114,180,-1,567875905,567875049,6.064430000000001,287590000000,206080000000,202810000000,191090000000,117620000000,3.5200699999999996,19.19,0.0195,0.7885,0.71991,1.94442,3.64828,7.208189999999999,0.92253,0.85064,1.8470900000000001,3.1911,5.88061,0.8614,364200000000,81370000000,276700000000.0,396600000000.0,117.14,150.91,0.2763,59.61,54.34,-35.59,-33.62,0.0,0.5323,0.868,0.616,349700000000.0,125.5,136.21
